"Term"	"Ont"	"N"	"DE"	"P.DE"
"GO:0007179"	"transforming growth factor beta receptor signaling pathway"	"BP"	141	20	0.758551278299468
"GO:0009062"	"fatty acid catabolic process"	"BP"	94	13	0.760505277107974
"GO:0002819"	"regulation of adaptive immune response"	"BP"	94	13	0.760505277107974
"GO:1902679"	"negative regulation of RNA biosynthetic process"	"BP"	931	142	0.760670235731693
"GO:0002697"	"regulation of immune effector process"	"BP"	234	34	0.760952788752335
"GO:0043207"	"response to external biotic stimulus"	"BP"	559	84	0.761260124769753
"GO:0051707"	"response to other organism"	"BP"	559	84	0.761260124769753
"GO:0098727"	"maintenance of cell number"	"BP"	128	18	0.7631463305032
"GO:0035821"	"modification of morphology or physiology of other organism"	"BP"	101	14	0.763222835774088
"GO:0032148"	"activation of protein kinase B activity"	"BP"	24	3	0.763893629286894
"GO:0071353"	"cellular response to interleukin-4"	"BP"	24	3	0.763893629286894
"GO:0090505"	"epiboly involved in wound healing"	"BP"	24	3	0.763893629286894
"GO:0070199"	"establishment of protein localization to chromosome"	"BP"	24	3	0.763893629286894
"GO:0032958"	"inositol phosphate biosynthetic process"	"BP"	24	3	0.763893629286894
"GO:1902410"	"mitotic cytokinetic process"	"BP"	24	3	0.763893629286894
"GO:0002820"	"negative regulation of adaptive immune response"	"BP"	24	3	0.763893629286894
"GO:0034122"	"negative regulation of toll-like receptor signaling pathway"	"BP"	24	3	0.763893629286894
"GO:0006658"	"phosphatidylserine metabolic process"	"BP"	24	3	0.763893629286894
"GO:1901186"	"positive regulation of ERBB signaling pathway"	"BP"	24	3	0.763893629286894
"GO:2000648"	"positive regulation of stem cell proliferation"	"BP"	24	3	0.763893629286894
"GO:0031114"	"regulation of microtubule depolymerization"	"BP"	24	3	0.763893629286894
"GO:0070861"	"regulation of protein exit from endoplasmic reticulum"	"BP"	24	3	0.763893629286894
"GO:0060260"	"regulation of transcription initiation from RNA polymerase II promoter"	"BP"	24	3	0.763893629286894
"GO:0044319"	"wound healing, spreading of cells"	"BP"	24	3	0.763893629286894
"GO:0002821"	"positive regulation of adaptive immune response"	"BP"	60	8	0.766629287140546
"GO:0090277"	"positive regulation of peptide hormone secretion"	"BP"	60	8	0.766629287140546
"GO:0006970"	"response to osmotic stress"	"BP"	60	8	0.766629287140546
"GO:0043410"	"positive regulation of MAPK cascade"	"BP"	333	49	0.766798776610025
"GO:0014032"	"neural crest cell development"	"BP"	53	7	0.766836922873018
"GO:1901655"	"cellular response to ketone"	"BP"	67	9	0.767214511381799
"GO:0110020"	"regulation of actomyosin structure organization"	"BP"	67	9	0.767214511381799
"GO:0030516"	"regulation of axon extension"	"BP"	67	9	0.767214511381799
"GO:0009161"	"ribonucleoside monophosphate metabolic process"	"BP"	294	43	0.768501783137433
"GO:0051336"	"regulation of hydrolase activity"	"BP"	920	140	0.768772745475575
"GO:1990138"	"neuron projection extension"	"BP"	115	16	0.768835664127884
"GO:0051092"	"positive regulation of NF-kappaB transcription factor activity"	"BP"	115	16	0.768835664127884
"GO:0002703"	"regulation of leukocyte mediated immunity"	"BP"	115	16	0.768835664127884
"GO:0009615"	"response to virus"	"BP"	235	34	0.769580181006622
"GO:0009119"	"ribonucleoside metabolic process"	"BP"	81	11	0.769895582055555
"GO:1901214"	"regulation of neuron death"	"BP"	222	32	0.771310528573803
"GO:0032007"	"negative regulation of TOR signaling"	"BP"	39	5	0.771344749808813
"GO:0051057"	"positive regulation of small GTPase mediated signal transduction"	"BP"	39	5	0.771344749808813
"GO:0072523"	"purine-containing compound catabolic process"	"BP"	39	5	0.771344749808813
"GO:0045685"	"regulation of glial cell differentiation"	"BP"	39	5	0.771344749808813
"GO:1901028"	"regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"	"BP"	39	5	0.771344749808813
"GO:0009100"	"glycoprotein metabolic process"	"BP"	301	44	0.771921176879369
"GO:0043687"	"post-translational protein modification"	"BP"	288	42	0.77276343790104
"GO:0009607"	"response to biotic stimulus"	"BP"	587	88	0.773606723486254
"GO:0043065"	"positive regulation of apoptotic process"	"BP"	497	74	0.776518042361366
"GO:0009126"	"purine nucleoside monophosphate metabolic process"	"BP"	282	41	0.777098235421517
"GO:0009167"	"purine ribonucleoside monophosphate metabolic process"	"BP"	282	41	0.777098235421517
"GO:0034314"	"Arp2/3 complex-mediated actin nucleation"	"BP"	32	4	0.777327395139757
"GO:0071320"	"cellular response to cAMP"	"BP"	32	4	0.777327395139757
"GO:0071470"	"cellular response to osmotic stress"	"BP"	32	4	0.777327395139757
"GO:0000289"	"nuclear-transcribed mRNA poly(A) tail shortening"	"BP"	32	4	0.777327395139757
"GO:0009395"	"phospholipid catabolic process"	"BP"	32	4	0.777327395139757
"GO:1901030"	"positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway"	"BP"	32	4	0.777327395139757
"GO:0032212"	"positive regulation of telomere maintenance via telomerase"	"BP"	32	4	0.777327395139757
"GO:1903018"	"regulation of glycoprotein metabolic process"	"BP"	32	4	0.777327395139757
"GO:0032663"	"regulation of interleukin-2 production"	"BP"	32	4	0.777327395139757
"GO:0001910"	"regulation of leukocyte mediated cytotoxicity"	"BP"	32	4	0.777327395139757
"GO:1903432"	"regulation of TORC1 signaling"	"BP"	32	4	0.777327395139757
"GO:0002520"	"immune system development"	"BP"	646	97	0.778668588368049
"GO:0030178"	"negative regulation of Wnt signaling pathway"	"BP"	163	23	0.778906041878151
"GO:0009746"	"response to hexose"	"BP"	143	20	0.780249304206358
"GO:0045892"	"negative regulation of transcription, DNA-templated"	"BP"	897	136	0.78042628798045
"GO:0016055"	"Wnt signaling pathway"	"BP"	407	60	0.782241256515146
"GO:0060444"	"branching involved in mammary gland duct morphogenesis"	"BP"	17	2	0.782250752172579
"GO:0046697"	"decidualization"	"BP"	17	2	0.782250752172579
"GO:0046339"	"diacylglycerol metabolic process"	"BP"	17	2	0.782250752172579
"GO:0009048"	"dosage compensation by inactivation of X chromosome"	"BP"	17	2	0.782250752172579
"GO:0016137"	"glycoside metabolic process"	"BP"	17	2	0.782250752172579
"GO:0006925"	"inflammatory cell apoptotic process"	"BP"	17	2	0.782250752172579
"GO:0061952"	"midbody abscission"	"BP"	17	2	0.782250752172579
"GO:0046716"	"muscle cell cellular homeostasis"	"BP"	17	2	0.782250752172579
"GO:0014904"	"myotube cell development"	"BP"	17	2	0.782250752172579
"GO:0010667"	"negative regulation of cardiac muscle cell apoptotic process"	"BP"	17	2	0.782250752172579
"GO:0042036"	"negative regulation of cytokine biosynthetic process"	"BP"	17	2	0.782250752172579
"GO:1902236"	"negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway"	"BP"	17	2	0.782250752172579
"GO:0051895"	"negative regulation of focal adhesion assembly"	"BP"	17	2	0.782250752172579
"GO:0042790"	"nucleolar large rRNA transcription by RNA polymerase I"	"BP"	17	2	0.782250752172579
"GO:0043302"	"positive regulation of leukocyte degranulation"	"BP"	17	2	0.782250752172579
"GO:1902624"	"positive regulation of neutrophil migration"	"BP"	17	2	0.782250752172579
"GO:1900153"	"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	"BP"	17	2	0.782250752172579
"GO:0043552"	"positive regulation of phosphatidylinositol 3-kinase activity"	"BP"	17	2	0.782250752172579
"GO:0045577"	"regulation of B cell differentiation"	"BP"	17	2	0.782250752172579
"GO:0034110"	"regulation of homotypic cell-cell adhesion"	"BP"	17	2	0.782250752172579
"GO:0039535"	"regulation of RIG-I signaling pathway"	"BP"	17	2	0.782250752172579
"GO:0060390"	"regulation of SMAD protein signal transduction"	"BP"	17	2	0.782250752172579
"GO:0002828"	"regulation of type 2 immune response"	"BP"	17	2	0.782250752172579
"GO:0090075"	"relaxation of muscle"	"BP"	17	2	0.782250752172579
"GO:0035455"	"response to interferon-alpha"	"BP"	17	2	0.782250752172579
"GO:0097530"	"granulocyte migration"	"BP"	68	9	0.78245333631105
"GO:0002367"	"cytokine production involved in immune response"	"BP"	61	8	0.782684597757421
"GO:0032507"	"maintenance of protein location in cell"	"BP"	61	8	0.782684597757421
"GO:0030901"	"midbrain development"	"BP"	61	8	0.782684597757421
"GO:0046128"	"purine ribonucleoside metabolic process"	"BP"	61	8	0.782684597757421
"GO:0046631"	"alpha-beta T cell activation"	"BP"	75	10	0.782868723994384
"GO:0051651"	"maintenance of location in cell"	"BP"	75	10	0.782868723994384
"GO:0097696"	"STAT cascade"	"BP"	75	10	0.782868723994384
"GO:0002822"	"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	"BP"	82	11	0.783757326754911
"GO:0043200"	"response to amino acid"	"BP"	82	11	0.783757326754911
"GO:0006890"	"retrograde vesicle-mediated transport, Golgi to ER"	"BP"	82	11	0.783757326754911
"GO:0075733"	"intracellular transport of virus"	"BP"	54	7	0.783818236731902
"GO:0006220"	"pyrimidine nucleotide metabolic process"	"BP"	54	7	0.783818236731902
"GO:0006644"	"phospholipid metabolic process"	"BP"	342	50	0.784201409072494
"GO:0050777"	"negative regulation of immune response"	"BP"	89	12	0.784997632067161
"GO:0032680"	"regulation of tumor necrosis factor production"	"BP"	89	12	0.784997632067161
"GO:0090504"	"epiboly"	"BP"	25	3	0.788260711190968
"GO:0032613"	"interleukin-10 production"	"BP"	25	3	0.788260711190968
"GO:0038083"	"peptidyl-tyrosine autophosphorylation"	"BP"	25	3	0.788260711190968
"GO:0045648"	"positive regulation of erythrocyte differentiation"	"BP"	25	3	0.788260711190968
"GO:0035066"	"positive regulation of histone acetylation"	"BP"	25	3	0.788260711190968
"GO:0071675"	"regulation of mononuclear cell migration"	"BP"	25	3	0.788260711190968
"GO:0051788"	"response to misfolded protein"	"BP"	25	3	0.788260711190968
"GO:0030149"	"sphingolipid catabolic process"	"BP"	25	3	0.788260711190968
"GO:0051235"	"maintenance of location"	"BP"	224	32	0.788326631403779
"GO:0198738"	"cell-cell signaling by wnt"	"BP"	408	60	0.788532118516832
"GO:0045646"	"regulation of erythrocyte differentiation"	"BP"	40	5	0.790605544280592
"GO:0002292"	"T cell differentiation involved in immune response"	"BP"	40	5	0.790605544280592
"GO:0007159"	"leukocyte cell-cell adhesion"	"BP"	191	27	0.790726823614748
"GO:0000185"	"activation of MAPKKK activity"	"BP"	9	1	0.792451616773479
"GO:0046184"	"aldehyde biosynthetic process"	"BP"	9	1	0.792451616773479
"GO:0002480"	"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent"	"BP"	9	1	0.792451616773479
"GO:0002428"	"antigen processing and presentation of peptide antigen via MHC class Ib"	"BP"	9	1	0.792451616773479
"GO:0099640"	"axo-dendritic protein transport"	"BP"	9	1	0.792451616773479
"GO:0032291"	"axon ensheathment in central nervous system"	"BP"	9	1	0.792451616773479
"GO:0006768"	"biotin metabolic process"	"BP"	9	1	0.792451616773479
"GO:0000492"	"box C/D snoRNP assembly"	"BP"	9	1	0.792451616773479
"GO:0018410"	"C-terminal protein amino acid modification"	"BP"	9	1	0.792451616773479
"GO:0035743"	"CD4-positive, alpha-beta T cell cytokine production"	"BP"	9	1	0.792451616773479
"GO:0022010"	"central nervous system myelination"	"BP"	9	1	0.792451616773479
"GO:0015937"	"coenzyme A biosynthetic process"	"BP"	9	1	0.792451616773479
"GO:0007620"	"copulation"	"BP"	9	1	0.792451616773479
"GO:0002182"	"cytoplasmic translational elongation"	"BP"	9	1	0.792451616773479
"GO:0010172"	"embryonic body morphogenesis"	"BP"	9	1	0.792451616773479
"GO:1990403"	"embryonic brain development"	"BP"	9	1	0.792451616773479
"GO:0070166"	"enamel mineralization"	"BP"	9	1	0.792451616773479
"GO:0060742"	"epithelial cell differentiation involved in prostate gland development"	"BP"	9	1	0.792451616773479
"GO:0060767"	"epithelial cell proliferation involved in prostate gland development"	"BP"	9	1	0.792451616773479
"GO:0051660"	"establishment of centrosome localization"	"BP"	9	1	0.792451616773479
"GO:0019043"	"establishment of viral latency"	"BP"	9	1	0.792451616773479
"GO:0006068"	"ethanol catabolic process"	"BP"	9	1	0.792451616773479
"GO:0030540"	"female genitalia development"	"BP"	9	1	0.792451616773479
"GO:0072109"	"glomerular mesangium development"	"BP"	9	1	0.792451616773479
"GO:0070544"	"histone H3-K36 demethylation"	"BP"	9	1	0.792451616773479
"GO:0042447"	"hormone catabolic process"	"BP"	9	1	0.792451616773479
"GO:0006188"	"IMP biosynthetic process"	"BP"	9	1	0.792451616773479
"GO:0060576"	"intestinal epithelial cell development"	"BP"	9	1	0.792451616773479
"GO:0003334"	"keratinocyte development"	"BP"	9	1	0.792451616773479
"GO:0021819"	"layer formation in cerebral cortex"	"BP"	9	1	0.792451616773479
"GO:0050901"	"leukocyte tethering or rolling"	"BP"	9	1	0.792451616773479
"GO:0019372"	"lipoxygenase pathway"	"BP"	9	1	0.792451616773479
"GO:0051657"	"maintenance of organelle location"	"BP"	9	1	0.792451616773479
"GO:0039530"	"MDA-5 signaling pathway"	"BP"	9	1	0.792451616773479
"GO:0086012"	"membrane depolarization during cardiac muscle cell action potential"	"BP"	9	1	0.792451616773479
"GO:0072283"	"metanephric renal vesicle morphogenesis"	"BP"	9	1	0.792451616773479
"GO:0010587"	"miRNA catabolic process"	"BP"	9	1	0.792451616773479
"GO:0034551"	"mitochondrial respiratory chain complex III assembly"	"BP"	9	1	0.792451616773479
"GO:1900864"	"mitochondrial RNA modification"	"BP"	9	1	0.792451616773479
"GO:0070900"	"mitochondrial tRNA modification"	"BP"	9	1	0.792451616773479
"GO:0051450"	"myoblast proliferation"	"BP"	9	1	0.792451616773479
"GO:0030889"	"negative regulation of B cell proliferation"	"BP"	9	1	0.792451616773479
"GO:0010523"	"negative regulation of calcium ion transport into cytosol"	"BP"	9	1	0.792451616773479
"GO:0045792"	"negative regulation of cell size"	"BP"	9	1	0.792451616773479
"GO:0035562"	"negative regulation of chromatin binding"	"BP"	9	1	0.792451616773479
"GO:0060253"	"negative regulation of glial cell proliferation"	"BP"	9	1	0.792451616773479
"GO:0045820"	"negative regulation of glycolytic process"	"BP"	9	1	0.792451616773479
"GO:2000402"	"negative regulation of lymphocyte migration"	"BP"	9	1	0.792451616773479
"GO:0010745"	"negative regulation of macrophage derived foam cell differentiation"	"BP"	9	1	0.792451616773479
"GO:0031441"	"negative regulation of mRNA 3'-end processing"	"BP"	9	1	0.792451616773479
"GO:0014745"	"negative regulation of muscle adaptation"	"BP"	9	1	0.792451616773479
"GO:0045953"	"negative regulation of natural killer cell mediated cytotoxicity"	"BP"	9	1	0.792451616773479
"GO:0002716"	"negative regulation of natural killer cell mediated immunity"	"BP"	9	1	0.792451616773479
"GO:0051354"	"negative regulation of oxidoreductase activity"	"BP"	9	1	0.792451616773479
"GO:0070862"	"negative regulation of protein exit from endoplasmic reticulum"	"BP"	9	1	0.792451616773479
"GO:0003085"	"negative regulation of systemic arterial blood pressure"	"BP"	9	1	0.792451616773479
"GO:0030948"	"negative regulation of vascular endothelial growth factor receptor signaling pathway"	"BP"	9	1	0.792451616773479
"GO:0014029"	"neural crest formation"	"BP"	9	1	0.792451616773479
"GO:0099645"	"neurotransmitter receptor localization to postsynaptic specialization membrane"	"BP"	9	1	0.792451616773479
"GO:0007220"	"Notch receptor processing"	"BP"	9	1	0.792451616773479
"GO:0035672"	"oligopeptide transmembrane transport"	"BP"	9	1	0.792451616773479
"GO:1902932"	"positive regulation of alcohol biosynthetic process"	"BP"	9	1	0.792451616773479
"GO:2000304"	"positive regulation of ceramide biosynthetic process"	"BP"	9	1	0.792451616773479
"GO:2000767"	"positive regulation of cytoplasmic translation"	"BP"	9	1	0.792451616773479
"GO:0032736"	"positive regulation of interleukin-13 production"	"BP"	9	1	0.792451616773479
"GO:0045410"	"positive regulation of interleukin-6 biosynthetic process"	"BP"	9	1	0.792451616773479
"GO:0033148"	"positive regulation of intracellular estrogen receptor signaling pathway"	"BP"	9	1	0.792451616773479
"GO:0051549"	"positive regulation of keratinocyte migration"	"BP"	9	1	0.792451616773479
"GO:0090154"	"positive regulation of sphingolipid biosynthetic process"	"BP"	9	1	0.792451616773479
"GO:0002827"	"positive regulation of T-helper 1 type immune response"	"BP"	9	1	0.792451616773479
"GO:0045945"	"positive regulation of transcription by RNA polymerase III"	"BP"	9	1	0.792451616773479
"GO:0099633"	"protein localization to postsynaptic specialization membrane"	"BP"	9	1	0.792451616773479
"GO:0018158"	"protein oxidation"	"BP"	9	1	0.792451616773479
"GO:2001185"	"regulation of CD8-positive, alpha-beta T cell activation"	"BP"	9	1	0.792451616773479
"GO:0090196"	"regulation of chemokine secretion"	"BP"	9	1	0.792451616773479
"GO:1900247"	"regulation of cytoplasmic translational elongation"	"BP"	9	1	0.792451616773479
"GO:0150065"	"regulation of deacetylase activity"	"BP"	9	1	0.792451616773479
"GO:0044062"	"regulation of excretion"	"BP"	9	1	0.792451616773479
"GO:0034350"	"regulation of glial cell apoptotic process"	"BP"	9	1	0.792451616773479
"GO:1905939"	"regulation of gonad development"	"BP"	9	1	0.792451616773479
"GO:0030852"	"regulation of granulocyte differentiation"	"BP"	9	1	0.792451616773479
"GO:0061085"	"regulation of histone H3-K27 methylation"	"BP"	9	1	0.792451616773479
"GO:0010988"	"regulation of low-density lipoprotein particle clearance"	"BP"	9	1	0.792451616773479
"GO:0047484"	"regulation of response to osmotic stress"	"BP"	9	1	0.792451616773479
"GO:0060142"	"regulation of syncytium formation by plasma membrane fusion"	"BP"	9	1	0.792451616773479
"GO:0048505"	"regulation of timing of cell differentiation"	"BP"	9	1	0.792451616773479
"GO:1901213"	"regulation of transcription from RNA polymerase II promoter involved in heart development"	"BP"	9	1	0.792451616773479
"GO:1905459"	"regulation of vascular associated smooth muscle cell apoptotic process"	"BP"	9	1	0.792451616773479
"GO:0017062"	"respiratory chain complex III assembly"	"BP"	9	1	0.792451616773479
"GO:0031125"	"rRNA 3'-end processing"	"BP"	9	1	0.792451616773479
"GO:0032933"	"SREBP signaling pathway"	"BP"	9	1	0.792451616773479
"GO:0045061"	"thymic T cell selection"	"BP"	9	1	0.792451616773479
"GO:0044417"	"translocation of molecules into host"	"BP"	9	1	0.792451616773479
"GO:0051836"	"translocation of molecules into other organism involved in symbiotic interaction"	"BP"	9	1	0.792451616773479
"GO:0072189"	"ureter development"	"BP"	9	1	0.792451616773479
"GO:1905288"	"vascular associated smooth muscle cell apoptotic process"	"BP"	9	1	0.792451616773479
"GO:0043068"	"positive regulation of programmed cell death"	"BP"	500	74	0.793686816346828
"GO:0097191"	"extrinsic apoptotic signaling pathway"	"BP"	178	25	0.794140690162209
"GO:0008593"	"regulation of Notch signaling pathway"	"BP"	76	10	0.796715078769502
"GO:0031623"	"receptor internalization"	"BP"	69	9	0.796953870773691
"GO:0045185"	"maintenance of protein location"	"BP"	83	11	0.79701186048731
"GO:1902107"	"positive regulation of leukocyte differentiation"	"BP"	83	11	0.79701186048731
"GO:0032006"	"regulation of TOR signaling"	"BP"	83	11	0.79701186048731
"GO:1903555"	"regulation of tumor necrosis factor superfamily cytokine production"	"BP"	90	12	0.7977137882774
"GO:0051928"	"positive regulation of calcium ion transport"	"BP"	62	8	0.797912303632433
"GO:0009988"	"cell-cell recognition"	"BP"	33	4	0.797993195071578
"GO:0035924"	"cellular response to vascular endothelial growth factor stimulus"	"BP"	33	4	0.797993195071578
"GO:0043928"	"exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay"	"BP"	33	4	0.797993195071578
"GO:0050922"	"negative regulation of chemotaxis"	"BP"	33	4	0.797993195071578
"GO:0045746"	"negative regulation of Notch signaling pathway"	"BP"	33	4	0.797993195071578
"GO:0032720"	"negative regulation of tumor necrosis factor production"	"BP"	33	4	0.797993195071578
"GO:1903556"	"negative regulation of tumor necrosis factor superfamily cytokine production"	"BP"	33	4	0.797993195071578
"GO:0009303"	"rRNA transcription"	"BP"	33	4	0.797993195071578
"GO:0032103"	"positive regulation of response to external stimulus"	"BP"	165	23	0.79813069516587
"GO:0007040"	"lysosome organization"	"BP"	55	7	0.799858382965851
"GO:0080171"	"lytic vacuole organization"	"BP"	55	7	0.799858382965851
"GO:0043507"	"positive regulation of JUN kinase activity"	"BP"	55	7	0.799858382965851
"GO:1903391"	"regulation of adherens junction organization"	"BP"	55	7	0.799858382965851
"GO:0031060"	"regulation of histone methylation"	"BP"	55	7	0.799858382965851
"GO:0006942"	"regulation of striated muscle contraction"	"BP"	55	7	0.799858382965851
"GO:0048864"	"stem cell development"	"BP"	55	7	0.799858382965851
"GO:0032880"	"regulation of protein localization"	"BP"	741	111	0.801527576791416
"GO:0042982"	"amyloid precursor protein metabolic process"	"BP"	48	6	0.803197678687888
"GO:0032602"	"chemokine production"	"BP"	48	6	0.803197678687888
"GO:0043388"	"positive regulation of DNA binding"	"BP"	48	6	0.803197678687888
"GO:0045652"	"regulation of megakaryocyte differentiation"	"BP"	48	6	0.803197678687888
"GO:0036465"	"synaptic vesicle recycling"	"BP"	48	6	0.803197678687888
"GO:0048002"	"antigen processing and presentation of peptide antigen"	"BP"	159	22	0.805052658099783
"GO:0044087"	"regulation of cellular component biogenesis"	"BP"	716	107	0.805234812359074
"GO:0030097"	"hemopoiesis"	"BP"	574	85	0.80725116346401
"GO:0045010"	"actin nucleation"	"BP"	41	5	0.808574623482605
"GO:0002011"	"morphogenesis of an epithelial sheet"	"BP"	41	5	0.808574623482605
"GO:0060561"	"apoptotic process involved in morphogenesis"	"BP"	18	2	0.808954294840045
"GO:0001835"	"blastocyst hatching"	"BP"	18	2	0.808954294840045
"GO:0034311"	"diol metabolic process"	"BP"	18	2	0.808954294840045
"GO:0035116"	"embryonic hindlimb morphogenesis"	"BP"	18	2	0.808954294840045
"GO:0060669"	"embryonic placenta morphogenesis"	"BP"	18	2	0.808954294840045
"GO:0009251"	"glucan catabolic process"	"BP"	18	2	0.808954294840045
"GO:0046475"	"glycerophospholipid catabolic process"	"BP"	18	2	0.808954294840045
"GO:0005980"	"glycogen catabolic process"	"BP"	18	2	0.808954294840045
"GO:0035188"	"hatching"	"BP"	18	2	0.808954294840045
"GO:0070734"	"histone H3-K27 methylation"	"BP"	18	2	0.808954294840045
"GO:0032957"	"inositol trisphosphate metabolic process"	"BP"	18	2	0.808954294840045
"GO:0060487"	"lung epithelial cell differentiation"	"BP"	18	2	0.808954294840045
"GO:2000515"	"negative regulation of CD4-positive, alpha-beta T cell activation"	"BP"	18	2	0.808954294840045
"GO:0035024"	"negative regulation of Rho protein signal transduction"	"BP"	18	2	0.808954294840045
"GO:0031468"	"nuclear envelope reassembly"	"BP"	18	2	0.808954294840045
"GO:0071684"	"organism emergence from protective structure"	"BP"	18	2	0.808954294840045
"GO:1900078"	"positive regulation of cellular response to insulin stimulus"	"BP"	18	2	0.808954294840045
"GO:0051894"	"positive regulation of focal adhesion assembly"	"BP"	18	2	0.808954294840045
"GO:1903020"	"positive regulation of glycoprotein metabolic process"	"BP"	18	2	0.808954294840045
"GO:0032770"	"positive regulation of monooxygenase activity"	"BP"	18	2	0.808954294840045
"GO:0048026"	"positive regulation of mRNA splicing, via spliceosome"	"BP"	18	2	0.808954294840045
"GO:0045987"	"positive regulation of smooth muscle contraction"	"BP"	18	2	0.808954294840045
"GO:0046640"	"regulation of alpha-beta T cell proliferation"	"BP"	18	2	0.808954294840045
"GO:0090279"	"regulation of calcium ion import"	"BP"	18	2	0.808954294840045
"GO:0032647"	"regulation of interferon-alpha production"	"BP"	18	2	0.808954294840045
"GO:1902692"	"regulation of neuroblast proliferation"	"BP"	18	2	0.808954294840045
"GO:1902622"	"regulation of neutrophil migration"	"BP"	18	2	0.808954294840045
"GO:1902914"	"regulation of protein polyubiquitination"	"BP"	18	2	0.808954294840045
"GO:1990774"	"tumor necrosis factor secretion"	"BP"	18	2	0.808954294840045
"GO:0006743"	"ubiquinone metabolic process"	"BP"	18	2	0.808954294840045
"GO:0032640"	"tumor necrosis factor production"	"BP"	91	12	0.809876357256376
"GO:0001824"	"blastocyst development"	"BP"	77	10	0.809901834802135
"GO:0034284"	"response to monosaccharide"	"BP"	146	20	0.81024868215726
"GO:0034968"	"histone lysine methylation"	"BP"	98	13	0.810437441738129
"GO:0039528"	"cytoplasmic pattern recognition receptor signaling pathway in response to virus"	"BP"	26	3	0.810500246962276
"GO:0000737"	"DNA catabolic process, endonucleolytic"	"BP"	26	3	0.810500246962276
"GO:0035510"	"DNA dealkylation"	"BP"	26	3	0.810500246962276
"GO:0002704"	"negative regulation of leukocyte mediated immunity"	"BP"	26	3	0.810500246962276
"GO:1902579"	"multi-organism localization"	"BP"	70	9	0.810725072053578
"GO:0044766"	"multi-organism transport"	"BP"	70	9	0.810725072053578
"GO:0098693"	"regulation of synaptic vesicle cycle"	"BP"	70	9	0.810725072053578
"GO:0016571"	"histone methylation"	"BP"	119	16	0.813548860312146
"GO:0050920"	"regulation of chemotaxis"	"BP"	119	16	0.813548860312146
"GO:0019827"	"stem cell population maintenance"	"BP"	126	17	0.814910790871989
"GO:0070059"	"intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress"	"BP"	56	7	0.814974948979222
"GO:1901224"	"positive regulation of NIK/NF-kappaB signaling"	"BP"	56	7	0.814974948979222
"GO:0051924"	"regulation of calcium ion transport"	"BP"	133	18	0.816382664847825
"GO:0060612"	"adipose tissue development"	"BP"	34	4	0.817080466312625
"GO:0072583"	"clathrin-dependent endocytosis"	"BP"	34	4	0.817080466312625
"GO:0051181"	"cofactor transport"	"BP"	34	4	0.817080466312625
"GO:0031057"	"negative regulation of histone modification"	"BP"	34	4	0.817080466312625
"GO:0090317"	"negative regulation of intracellular protein transport"	"BP"	34	4	0.817080466312625
"GO:0090382"	"phagosome maturation"	"BP"	34	4	0.817080466312625
"GO:0002763"	"positive regulation of myeloid leukocyte differentiation"	"BP"	34	4	0.817080466312625
"GO:0051973"	"positive regulation of telomerase activity"	"BP"	34	4	0.817080466312625
"GO:0000096"	"sulfur amino acid metabolic process"	"BP"	34	4	0.817080466312625
"GO:0030193"	"regulation of blood coagulation"	"BP"	49	6	0.819084795295948
"GO:0090109"	"regulation of cell-substrate junction assembly"	"BP"	49	6	0.819084795295948
"GO:0051893"	"regulation of focal adhesion assembly"	"BP"	49	6	0.819084795295948
"GO:1900046"	"regulation of hemostasis"	"BP"	49	6	0.819084795295948
"GO:0070201"	"regulation of establishment of protein localization"	"BP"	531	78	0.819902196114745
"GO:1904375"	"regulation of protein localization to cell periphery"	"BP"	92	12	0.821491497174497
"GO:0007249"	"I-kappaB kinase/NF-kappaB signaling"	"BP"	215	30	0.82280450102683
"GO:2001236"	"regulation of extrinsic apoptotic signaling pathway"	"BP"	120	16	0.823680995788527
"GO:0050715"	"positive regulation of cytokine secretion"	"BP"	71	9	0.823778976475439
"GO:0045806"	"negative regulation of endocytosis"	"BP"	42	5	0.825293065323697
"GO:0072091"	"regulation of stem cell proliferation"	"BP"	42	5	0.825293065323697
"GO:0023058"	"adaptation of signaling pathway"	"BP"	10	1	0.825734121999527
"GO:0061308"	"cardiac neural crest cell development involved in heart development"	"BP"	10	1	0.825734121999527
"GO:0061307"	"cardiac neural crest cell differentiation involved in heart development"	"BP"	10	1	0.825734121999527
"GO:0036037"	"CD8-positive, alpha-beta T cell activation"	"BP"	10	1	0.825734121999527
"GO:1990253"	"cellular response to leucine starvation"	"BP"	10	1	0.825734121999527
"GO:0043562"	"cellular response to nitrogen levels"	"BP"	10	1	0.825734121999527
"GO:0006995"	"cellular response to nitrogen starvation"	"BP"	10	1	0.825734121999527
"GO:0072321"	"chaperone-mediated protein transport"	"BP"	10	1	0.825734121999527
"GO:0009214"	"cyclic nucleotide catabolic process"	"BP"	10	1	0.825734121999527
