"Term"	"Ont"	"N"	"DE"	"P.DE"
"GO:0097267"	"omega-hydroxylase P450 pathway"	"BP"	8	2	0.451095122728613
"GO:0071599"	"otic vesicle development"	"BP"	8	2	0.451095122728613
"GO:0072386"	"plus-end-directed organelle transport along microtubule"	"BP"	8	2	0.451095122728613
"GO:0062043"	"positive regulation of cardiac epithelial to mesenchymal transition"	"BP"	8	2	0.451095122728613
"GO:0045793"	"positive regulation of cell size"	"BP"	8	2	0.451095122728613
"GO:2000343"	"positive regulation of chemokine (C-X-C motif) ligand 2 production"	"BP"	8	2	0.451095122728613
"GO:0045080"	"positive regulation of chemokine biosynthetic process"	"BP"	8	2	0.451095122728613
"GO:0048087"	"positive regulation of developmental pigmentation"	"BP"	8	2	0.451095122728613
"GO:2000643"	"positive regulation of early endosome to late endosome transport"	"BP"	8	2	0.451095122728613
"GO:0046886"	"positive regulation of hormone biosynthetic process"	"BP"	8	2	0.451095122728613
"GO:1902741"	"positive regulation of interferon-alpha secretion"	"BP"	8	2	0.451095122728613
"GO:0032754"	"positive regulation of interleukin-5 production"	"BP"	8	2	0.451095122728613
"GO:0048304"	"positive regulation of isotype switching to IgG isotypes"	"BP"	8	2	0.451095122728613
"GO:0051712"	"positive regulation of killing of cells of other organism"	"BP"	8	2	0.451095122728613
"GO:0033601"	"positive regulation of mammary gland epithelial cell proliferation"	"BP"	8	2	0.451095122728613
"GO:0071639"	"positive regulation of monocyte chemotactic protein-1 production"	"BP"	8	2	0.451095122728613
"GO:2001140"	"positive regulation of phospholipid transport"	"BP"	8	2	0.451095122728613
"GO:1903800"	"positive regulation of production of miRNAs involved in gene silencing by miRNA"	"BP"	8	2	0.451095122728613
"GO:1905216"	"positive regulation of RNA binding"	"BP"	8	2	0.451095122728613
"GO:1903423"	"positive regulation of synaptic vesicle recycling"	"BP"	8	2	0.451095122728613
"GO:0043117"	"positive regulation of vascular permeability"	"BP"	8	2	0.451095122728613
"GO:0010623"	"programmed cell death involved in cell development"	"BP"	8	2	0.451095122728613
"GO:0006782"	"protoporphyrinogen IX biosynthetic process"	"BP"	8	2	0.451095122728613
"GO:0009221"	"pyrimidine deoxyribonucleotide biosynthetic process"	"BP"	8	2	0.451095122728613
"GO:0010510"	"regulation of acetyl-CoA biosynthetic process from pyruvate"	"BP"	8	2	0.451095122728613
"GO:0060046"	"regulation of acrosome reaction"	"BP"	8	2	0.451095122728613
"GO:0010692"	"regulation of alkaline phosphatase activity"	"BP"	8	2	0.451095122728613
"GO:1904251"	"regulation of bile acid metabolic process"	"BP"	8	2	0.451095122728613
"GO:0062042"	"regulation of cardiac epithelial to mesenchymal transition"	"BP"	8	2	0.451095122728613
"GO:1901844"	"regulation of cell communication by electrical coupling involved in cardiac conduction"	"BP"	8	2	0.451095122728613
"GO:1902259"	"regulation of delayed rectifier potassium channel activity"	"BP"	8	2	0.451095122728613
"GO:0060259"	"regulation of feeding behavior"	"BP"	8	2	0.451095122728613
"GO:0048819"	"regulation of hair follicle maturation"	"BP"	8	2	0.451095122728613
"GO:1902739"	"regulation of interferon-alpha secretion"	"BP"	8	2	0.451095122728613
"GO:0045072"	"regulation of interferon-gamma biosynthetic process"	"BP"	8	2	0.451095122728613
"GO:1905456"	"regulation of lymphoid progenitor cell differentiation"	"BP"	8	2	0.451095122728613
"GO:0034182"	"regulation of maintenance of mitotic sister chromatid cohesion"	"BP"	8	2	0.451095122728613
"GO:0034091"	"regulation of maintenance of sister chromatid cohesion"	"BP"	8	2	0.451095122728613
"GO:2000574"	"regulation of microtubule motor activity"	"BP"	8	2	0.451095122728613
"GO:0060281"	"regulation of oocyte development"	"BP"	8	2	0.451095122728613
"GO:1905879"	"regulation of oogenesis"	"BP"	8	2	0.451095122728613
"GO:2001138"	"regulation of phospholipid transport"	"BP"	8	2	0.451095122728613
"GO:2000586"	"regulation of platelet-derived growth factor receptor-beta signaling pathway"	"BP"	8	2	0.451095122728613
"GO:0010835"	"regulation of protein ADP-ribosylation"	"BP"	8	2	0.451095122728613
"GO:1901077"	"regulation of relaxation of muscle"	"BP"	8	2	0.451095122728613
"GO:1900376"	"regulation of secondary metabolite biosynthetic process"	"BP"	8	2	0.451095122728613
"GO:0030656"	"regulation of vitamin metabolic process"	"BP"	8	2	0.451095122728613
"GO:1904321"	"response to forskolin"	"BP"	8	2	0.451095122728613
"GO:0036005"	"response to macrophage colony-stimulating factor"	"BP"	8	2	0.451095122728613
"GO:0000055"	"ribosomal large subunit export from nucleus"	"BP"	8	2	0.451095122728613
"GO:0050913"	"sensory perception of bitter taste"	"BP"	8	2	0.451095122728613
"GO:0000012"	"single strand break repair"	"BP"	8	2	0.451095122728613
"GO:0008216"	"spermidine metabolic process"	"BP"	8	2	0.451095122728613
"GO:0046520"	"sphingoid biosynthetic process"	"BP"	8	2	0.451095122728613
"GO:0051255"	"spindle midzone assembly"	"BP"	8	2	0.451095122728613
"GO:0016081"	"synaptic vesicle docking"	"BP"	8	2	0.451095122728613
"GO:0036462"	"TRAIL-activated apoptotic signaling pathway"	"BP"	8	2	0.451095122728613
"GO:0016078"	"tRNA catabolic process"	"BP"	8	2	0.451095122728613
"GO:0034475"	"U4 snRNA 3'-end processing"	"BP"	8	2	0.451095122728613
"GO:0060068"	"vagina development"	"BP"	8	2	0.451095122728613
"GO:0019062"	"virion attachment to host cell"	"BP"	8	2	0.451095122728613
"GO:0010659"	"cardiac muscle cell apoptotic process"	"BP"	29	6	0.452600346485425
"GO:0071392"	"cellular response to estradiol stimulus"	"BP"	29	6	0.452600346485425
"GO:0046039"	"GTP metabolic process"	"BP"	29	6	0.452600346485425
"GO:0002639"	"positive regulation of immunoglobulin production"	"BP"	29	6	0.452600346485425
"GO:2000758"	"positive regulation of peptidyl-lysine acetylation"	"BP"	29	6	0.452600346485425
"GO:0043280"	"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process"	"BP"	109	21	0.453972310118841
"GO:0031668"	"cellular response to extracellular stimulus"	"BP"	227	43	0.454297880139616
"GO:0007292"	"female gamete generation"	"BP"	93	18	0.454870729107072
"GO:0002294"	"CD4-positive, alpha-beta T cell differentiation involved in immune response"	"BP"	45	9	0.455301884213817
"GO:0090342"	"regulation of cell aging"	"BP"	45	9	0.455301884213817
"GO:0042147"	"retrograde transport, endosome to Golgi"	"BP"	77	15	0.455560165596117
"GO:0001942"	"hair follicle development"	"BP"	61	12	0.455851204384349
"GO:0016239"	"positive regulation of macroautophagy"	"BP"	61	12	0.455851204384349
"GO:1904356"	"regulation of telomere maintenance via telomere lengthening"	"BP"	61	12	0.455851204384349
"GO:0044208"	"'de novo' AMP biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:0006211"	"5-methylcytosine catabolic process"	"BP"	3	1	0.458155511986078
"GO:0019857"	"5-methylcytosine metabolic process"	"BP"	3	1	0.458155511986078
"GO:0006083"	"acetate metabolic process"	"BP"	3	1	0.458155511986078
"GO:0001905"	"activation of membrane attack complex"	"BP"	3	1	0.458155511986078
"GO:0046084"	"adenine biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:0046083"	"adenine metabolic process"	"BP"	3	1	0.458155511986078
"GO:0009822"	"alkaloid catabolic process"	"BP"	3	1	0.458155511986078
"GO:0051933"	"amino acid neurotransmitter reuptake"	"BP"	3	1	0.458155511986078
"GO:0015838"	"amino-acid betaine transport"	"BP"	3	1	0.458155511986078
"GO:0033564"	"anterior/posterior axon guidance"	"BP"	3	1	0.458155511986078
"GO:0098957"	"anterograde axonal transport of mitochondrion"	"BP"	3	1	0.458155511986078
"GO:0003383"	"apical constriction"	"BP"	3	1	0.458155511986078
"GO:1902263"	"apoptotic process involved in embryonic digit morphogenesis"	"BP"	3	1	0.458155511986078
"GO:0061364"	"apoptotic process involved in luteolysis"	"BP"	3	1	0.458155511986078
"GO:1902626"	"assembly of large subunit precursor of preribosome"	"BP"	3	1	0.458155511986078
"GO:0150020"	"basal dendrite arborization"	"BP"	3	1	0.458155511986078
"GO:0150018"	"basal dendrite development"	"BP"	3	1	0.458155511986078
"GO:0150019"	"basal dendrite morphogenesis"	"BP"	3	1	0.458155511986078
"GO:0043366"	"beta selection"	"BP"	3	1	0.458155511986078
"GO:0033979"	"box H/ACA snoRNA metabolic process"	"BP"	3	1	0.458155511986078
"GO:0003360"	"brainstem development"	"BP"	3	1	0.458155511986078
"GO:0015803"	"branched-chain amino acid transport"	"BP"	3	1	0.458155511986078
"GO:0036378"	"calcitriol biosynthetic process from calciol"	"BP"	3	1	0.458155511986078
"GO:0035585"	"calcium-mediated signaling using extracellular calcium source"	"BP"	3	1	0.458155511986078
"GO:0061316"	"canonical Wnt signaling pathway involved in heart development"	"BP"	3	1	0.458155511986078
"GO:1904954"	"canonical Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation"	"BP"	3	1	0.458155511986078
"GO:0060936"	"cardiac fibroblast cell development"	"BP"	3	1	0.458155511986078
"GO:0060935"	"cardiac fibroblast cell differentiation"	"BP"	3	1	0.458155511986078
"GO:0019254"	"carnitine metabolic process, CoA-linked"	"BP"	3	1	0.458155511986078
"GO:0035697"	"CD8-positive, alpha-beta T cell extravasation"	"BP"	3	1	0.458155511986078
"GO:0070458"	"cellular detoxification of nitrogen compound"	"BP"	3	1	0.458155511986078
"GO:0072338"	"cellular lactam metabolic process"	"BP"	3	1	0.458155511986078
"GO:0010961"	"cellular magnesium ion homeostasis"	"BP"	3	1	0.458155511986078
"GO:0071321"	"cellular response to cGMP"	"BP"	3	1	0.458155511986078
"GO:0071376"	"cellular response to corticotropin-releasing hormone stimulus"	"BP"	3	1	0.458155511986078
"GO:0097211"	"cellular response to gonadotropin-releasing hormone"	"BP"	3	1	0.458155511986078
"GO:0071317"	"cellular response to isoquinoline alkaloid"	"BP"	3	1	0.458155511986078
"GO:1904845"	"cellular response to L-glutamine"	"BP"	3	1	0.458155511986078
"GO:0071226"	"cellular response to molecule of fungal origin"	"BP"	3	1	0.458155511986078
"GO:0071315"	"cellular response to morphine"	"BP"	3	1	0.458155511986078
"GO:0036146"	"cellular response to mycotoxin"	"BP"	3	1	0.458155511986078
"GO:1904579"	"cellular response to thapsigargin"	"BP"	3	1	0.458155511986078
"GO:0071727"	"cellular response to triacyl bacterial lipopeptide"	"BP"	3	1	0.458155511986078
"GO:0021684"	"cerebellar granular layer formation"	"BP"	3	1	0.458155511986078
"GO:0021707"	"cerebellar granule cell differentiation"	"BP"	3	1	0.458155511986078
"GO:0061642"	"chemoattraction of axon"	"BP"	3	1	0.458155511986078
"GO:0051026"	"chiasma assembly"	"BP"	3	1	0.458155511986078
"GO:0070827"	"chromatin maintenance"	"BP"	3	1	0.458155511986078
"GO:0097549"	"chromatin organization involved in negative regulation of transcription"	"BP"	3	1	0.458155511986078
"GO:0034401"	"chromatin organization involved in regulation of transcription"	"BP"	3	1	0.458155511986078
"GO:0060830"	"ciliary receptor clustering involved in smoothened signaling pathway"	"BP"	3	1	0.458155511986078
"GO:0009236"	"cobalamin biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:0021747"	"cochlear nucleus development"	"BP"	3	1	0.458155511986078
"GO:0061009"	"common bile duct development"	"BP"	3	1	0.458155511986078
"GO:0019344"	"cysteine biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:0002184"	"cytoplasmic translational termination"	"BP"	3	1	0.458155511986078
"GO:0043316"	"cytotoxic T cell degranulation"	"BP"	3	1	0.458155511986078
"GO:0046121"	"deoxyribonucleoside catabolic process"	"BP"	3	1	0.458155511986078
"GO:0045007"	"depurination"	"BP"	3	1	0.458155511986078
"GO:0070340"	"detection of bacterial lipopeptide"	"BP"	3	1	0.458155511986078
"GO:0009726"	"detection of endogenous stimulus"	"BP"	3	1	0.458155511986078
"GO:0003140"	"determination of left/right asymmetry in lateral mesoderm"	"BP"	3	1	0.458155511986078
"GO:0044004"	"disruption by symbiont of host cell"	"BP"	3	1	0.458155511986078
"GO:0097070"	"ductus arteriosus closure"	"BP"	3	1	0.458155511986078
"GO:0003199"	"endocardial cushion to mesenchymal transition involved in heart valve formation"	"BP"	3	1	0.458155511986078
"GO:0086100"	"endothelin receptor signaling pathway"	"BP"	3	1	0.458155511986078
"GO:0060939"	"epicardium-derived cardiac fibroblast cell development"	"BP"	3	1	0.458155511986078
"GO:0060938"	"epicardium-derived cardiac fibroblast cell differentiation"	"BP"	3	1	0.458155511986078
"GO:0070375"	"ERK5 cascade"	"BP"	3	1	0.458155511986078
"GO:0097695"	"establishment of protein-containing complex localization to telomere"	"BP"	3	1	0.458155511986078
"GO:0097694"	"establishment of RNA localization to telomere"	"BP"	3	1	0.458155511986078
"GO:0030683"	"evasion or tolerance by virus of host immune response"	"BP"	3	1	0.458155511986078
"GO:0051807"	"evasion or tolerance of defense response of other organism involved in symbiotic interaction"	"BP"	3	1	0.458155511986078
"GO:0030682"	"evasion or tolerance of host defense response"	"BP"	3	1	0.458155511986078
"GO:0020012"	"evasion or tolerance of host immune response"	"BP"	3	1	0.458155511986078
"GO:0051805"	"evasion or tolerance of immune response of other organism involved in symbiotic interaction"	"BP"	3	1	0.458155511986078
"GO:0097155"	"fasciculation of sensory neuron axon"	"BP"	3	1	0.458155511986078
"GO:0002774"	"Fc receptor mediated inhibitory signaling pathway"	"BP"	3	1	0.458155511986078
"GO:0033216"	"ferric iron import"	"BP"	3	1	0.458155511986078
"GO:0098706"	"ferric iron import across cell outer membrane"	"BP"	3	1	0.458155511986078
"GO:0033504"	"floor plate development"	"BP"	3	1	0.458155511986078
"GO:0002266"	"follicular dendritic cell activation"	"BP"	3	1	0.458155511986078
"GO:0046294"	"formaldehyde catabolic process"	"BP"	3	1	0.458155511986078
"GO:0070315"	"G1 to G0 transition involved in cell differentiation"	"BP"	3	1	0.458155511986078
"GO:0008315"	"G2/MI transition of meiotic cell cycle"	"BP"	3	1	0.458155511986078
"GO:0019376"	"galactolipid catabolic process"	"BP"	3	1	0.458155511986078
"GO:0006683"	"galactosylceramide catabolic process"	"BP"	3	1	0.458155511986078
"GO:0036093"	"germ cell proliferation"	"BP"	3	1	0.458155511986078
"GO:0051935"	"glutamate reuptake"	"BP"	3	1	0.458155511986078
"GO:0006543"	"glutamine catabolic process"	"BP"	3	1	0.458155511986078
"GO:0015793"	"glycerol transport"	"BP"	3	1	0.458155511986078
"GO:0009441"	"glycolate metabolic process"	"BP"	3	1	0.458155511986078
"GO:0043000"	"Golgi to plasma membrane CFTR protein transport"	"BP"	3	1	0.458155511986078
"GO:0070384"	"Harderian gland development"	"BP"	3	1	0.458155511986078
"GO:0035684"	"helper T cell extravasation"	"BP"	3	1	0.458155511986078
"GO:0030200"	"heparan sulfate proteoglycan catabolic process"	"BP"	3	1	0.458155511986078
"GO:0070868"	"heterochromatin organization involved in chromatin silencing"	"BP"	3	1	0.458155511986078
"GO:0006059"	"hexitol metabolic process"	"BP"	3	1	0.458155511986078
"GO:0003164"	"His-Purkinje system development"	"BP"	3	1	0.458155511986078
"GO:0070537"	"histone H2A K63-linked deubiquitination"	"BP"	3	1	0.458155511986078
"GO:0035616"	"histone H2B conserved C-terminal lysine deubiquitination"	"BP"	3	1	0.458155511986078
"GO:0043988"	"histone H3-S28 phosphorylation"	"BP"	3	1	0.458155511986078
"GO:0002414"	"immunoglobulin transcytosis in epithelial cells"	"BP"	3	1	0.458155511986078
"GO:0043152"	"induction of bacterial agglutination"	"BP"	3	1	0.458155511986078
"GO:0002085"	"inhibition of neuroepithelial cell differentiation"	"BP"	3	1	0.458155511986078
"GO:0072061"	"inner medullary collecting duct development"	"BP"	3	1	0.458155511986078
"GO:0038028"	"insulin receptor signaling pathway via phosphatidylinositol 3-kinase"	"BP"	3	1	0.458155511986078
"GO:0072615"	"interleukin-17 secretion"	"BP"	3	1	0.458155511986078
"GO:0032632"	"interleukin-3 production"	"BP"	3	1	0.458155511986078
"GO:0007258"	"JUN phosphorylation"	"BP"	3	1	0.458155511986078
"GO:0072131"	"kidney mesenchyme morphogenesis"	"BP"	3	1	0.458155511986078
"GO:0001907"	"killing by symbiont of host cells"	"BP"	3	1	0.458155511986078
"GO:0097638"	"L-arginine import across plasma membrane"	"BP"	3	1	0.458155511986078
"GO:0097053"	"L-kynurenine catabolic process"	"BP"	3	1	0.458155511986078
"GO:0033512"	"L-lysine catabolic process to acetyl-CoA via saccharopine"	"BP"	3	1	0.458155511986078
"GO:0006272"	"leading strand elongation"	"BP"	3	1	0.458155511986078
"GO:0060235"	"lens induction in camera-type eye"	"BP"	3	1	0.458155511986078
"GO:0055095"	"lipoprotein particle mediated signaling"	"BP"	3	1	0.458155511986078
"GO:0060481"	"lobar bronchus epithelium development"	"BP"	3	1	0.458155511986078
"GO:0055096"	"low-density lipoprotein particle mediated signaling"	"BP"	3	1	0.458155511986078
"GO:0032275"	"luteinizing hormone secretion"	"BP"	3	1	0.458155511986078
"GO:0071694"	"maintenance of protein location in extracellular region"	"BP"	3	1	0.458155511986078
"GO:0002176"	"male germ cell proliferation"	"BP"	3	1	0.458155511986078
"GO:2001293"	"malonyl-CoA metabolic process"	"BP"	3	1	0.458155511986078
"GO:0022605"	"mammalian oogenesis stage"	"BP"	3	1	0.458155511986078
"GO:0036112"	"medium-chain fatty-acyl-CoA metabolic process"	"BP"	3	1	0.458155511986078
"GO:0042138"	"meiotic DNA double-strand break formation"	"BP"	3	1	0.458155511986078
"GO:0072138"	"mesenchymal cell proliferation involved in ureteric bud development"	"BP"	3	1	0.458155511986078
"GO:1905319"	"mesenchymal stem cell migration"	"BP"	3	1	0.458155511986078
"GO:1990120"	"messenger ribonucleoprotein complex assembly"	"BP"	3	1	0.458155511986078
"GO:0072278"	"metanephric comma-shaped body morphogenesis"	"BP"	3	1	0.458155511986078
"GO:0072235"	"metanephric distal tubule development"	"BP"	3	1	0.458155511986078
"GO:0072262"	"metanephric glomerular mesangial cell proliferation involved in metanephros development"	"BP"	3	1	0.458155511986078
"GO:0072236"	"metanephric loop of Henle development"	"BP"	3	1	0.458155511986078
"GO:0072133"	"metanephric mesenchyme morphogenesis"	"BP"	3	1	0.458155511986078
"GO:0072174"	"metanephric tubule formation"	"BP"	3	1	0.458155511986078
"GO:0002399"	"MHC class II protein complex assembly"	"BP"	3	1	0.458155511986078
"GO:0030035"	"microspike assembly"	"BP"	3	1	0.458155511986078
"GO:0035694"	"mitochondrial protein catabolic process"	"BP"	3	1	0.458155511986078
"GO:0097250"	"mitochondrial respiratory chain supercomplex assembly"	"BP"	3	1	0.458155511986078
"GO:1902990"	"mitotic telomere maintenance via semi-conservative replication"	"BP"	3	1	0.458155511986078
"GO:0003192"	"mitral valve formation"	"BP"	3	1	0.458155511986078
"GO:0052203"	"modulation of catalytic activity in other organism involved in symbiotic interaction"	"BP"	3	1	0.458155511986078
"GO:0002277"	"myeloid dendritic cell activation involved in immune response"	"BP"	3	1	0.458155511986078
"GO:0014905"	"myoblast fusion involved in skeletal muscle regeneration"	"BP"	3	1	0.458155511986078
"GO:0070292"	"N-acylphosphatidylethanolamine metabolic process"	"BP"	3	1	0.458155511986078
"GO:0010360"	"negative regulation of anion channel activity"	"BP"	3	1	0.458155511986078
"GO:0038108"	"negative regulation of appetite by leptin-mediated signaling pathway"	"BP"	3	1	0.458155511986078
"GO:2000813"	"negative regulation of barbed-end actin filament capping"	"BP"	3	1	0.458155511986078
"GO:0060313"	"negative regulation of blood vessel remodeling"	"BP"	3	1	0.458155511986078
"GO:1900158"	"negative regulation of bone mineralization involved in bone maturation"	"BP"	3	1	0.458155511986078
"GO:2000137"	"negative regulation of cell proliferation involved in heart morphogenesis"	"BP"	3	1	0.458155511986078
"GO:1904715"	"negative regulation of chaperone-mediated autophagy"	"BP"	3	1	0.458155511986078
"GO:0051344"	"negative regulation of cyclic-nucleotide phosphodiesterase activity"	"BP"	3	1	0.458155511986078
"GO:0060160"	"negative regulation of dopamine receptor signaling pathway"	"BP"	3	1	0.458155511986078
"GO:2000697"	"negative regulation of epithelial cell differentiation involved in kidney development"	"BP"	3	1	0.458155511986078
"GO:1903976"	"negative regulation of glial cell migration"	"BP"	3	1	0.458155511986078
"GO:0010730"	"negative regulation of hydrogen peroxide biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:0051025"	"negative regulation of immunoglobulin secretion"	"BP"	3	1	0.458155511986078
"GO:0045608"	"negative regulation of inner ear auditory receptor cell differentiation"	"BP"	3	1	0.458155511986078
"GO:2000981"	"negative regulation of inner ear receptor cell differentiation"	"BP"	3	1	0.458155511986078
"GO:0032713"	"negative regulation of interleukin-4 production"	"BP"	3	1	0.458155511986078
"GO:1903751"	"negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide"	"BP"	3	1	0.458155511986078
"GO:0045829"	"negative regulation of isotype switching"	"BP"	3	1	0.458155511986078
"GO:1903237"	"negative regulation of leukocyte tethering or rolling"	"BP"	3	1	0.458155511986078
"GO:1905457"	"negative regulation of lymphoid progenitor cell differentiation"	"BP"	3	1	0.458155511986078
"GO:0045632"	"negative regulation of mechanoreceptor differentiation"	"BP"	3	1	0.458155511986078
"GO:0045347"	"negative regulation of MHC class II biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:0090258"	"negative regulation of mitochondrial fission"	"BP"	3	1	0.458155511986078
"GO:1904761"	"negative regulation of myofibroblast differentiation"	"BP"	3	1	0.458155511986078
"GO:0010751"	"negative regulation of nitric oxide mediated signal transduction"	"BP"	3	1	0.458155511986078
"GO:0042483"	"negative regulation of odontogenesis"	"BP"	3	1	0.458155511986078
"GO:0035359"	"negative regulation of peroxisome proliferator activated receptor signaling pathway"	"BP"	3	1	0.458155511986078
"GO:0048550"	"negative regulation of pinocytosis"	"BP"	3	1	0.458155511986078
"GO:2000974"	"negative regulation of pro-B cell differentiation"	"BP"	3	1	0.458155511986078
"GO:1901078"	"negative regulation of relaxation of muscle"	"BP"	3	1	0.458155511986078
"GO:2000299"	"negative regulation of Rho-dependent protein serine/threonine kinase activity"	"BP"	3	1	0.458155511986078
"GO:2001015"	"negative regulation of skeletal muscle cell differentiation"	"BP"	3	1	0.458155511986078
"GO:0021914"	"negative regulation of smoothened signaling pathway involved in ventral spinal cord patterning"	"BP"	3	1	0.458155511986078
"GO:0016480"	"negative regulation of transcription by RNA polymerase III"	"BP"	3	1	0.458155511986078
"GO:2000820"	"negative regulation of transcription from RNA polymerase II promoter involved in smooth muscle cell differentiation"	"BP"	3	1	0.458155511986078
"GO:1901837"	"negative regulation of transcription of nucleolar large rRNA by RNA polymerase I"	"BP"	3	1	0.458155511986078
"GO:0010526"	"negative regulation of transposition, RNA-mediated"	"BP"	3	1	0.458155511986078
"GO:0042536"	"negative regulation of tumor necrosis factor biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:1904694"	"negative regulation of vascular smooth muscle contraction"	"BP"	3	1	0.458155511986078
"GO:0021849"	"neuroblast division in subventricular zone"	"BP"	3	1	0.458155511986078
"GO:1902988"	"neurofibrillary tangle assembly"	"BP"	3	1	0.458155511986078
"GO:0097118"	"neuroligin clustering involved in postsynaptic membrane assembly"	"BP"	3	1	0.458155511986078
"GO:0099628"	"neurotransmitter receptor diffusion trapping"	"BP"	3	1	0.458155511986078
"GO:0032898"	"neurotrophin production"	"BP"	3	1	0.458155511986078
"GO:0030185"	"nitric oxide transport"	"BP"	3	1	0.458155511986078
"GO:0051620"	"norepinephrine uptake"	"BP"	3	1	0.458155511986078
"GO:0043585"	"nose morphogenesis"	"BP"	3	1	0.458155511986078
"GO:0090292"	"nuclear matrix anchoring at nuclear membrane"	"BP"	3	1	0.458155511986078
"GO:0043578"	"nuclear matrix organization"	"BP"	3	1	0.458155511986078
"GO:0042766"	"nucleosome mobilization"	"BP"	3	1	0.458155511986078
"GO:0007231"	"osmosensory signaling pathway"	"BP"	3	1	0.458155511986078
"GO:0015729"	"oxaloacetate transport"	"BP"	3	1	0.458155511986078
"GO:1902356"	"oxaloacetate(2-) transmembrane transport"	"BP"	3	1	0.458155511986078
"GO:0035898"	"parathyroid hormone secretion"	"BP"	3	1	0.458155511986078
"GO:0007341"	"penetration of zona pellucida"	"BP"	3	1	0.458155511986078
"GO:0002503"	"peptide antigen assembly with MHC class II protein complex"	"BP"	3	1	0.458155511986078
"GO:1990511"	"piRNA biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:1990074"	"polyuridylation-dependent mRNA catabolic process"	"BP"	3	1	0.458155511986078
"GO:0052501"	"positive regulation by organism of apoptotic process in other organism involved in symbiotic interaction"	"BP"	3	1	0.458155511986078
"GO:0052330"	"positive regulation by organism of programmed cell death in other organism involved in symbiotic interaction"	"BP"	3	1	0.458155511986078
"GO:0052042"	"positive regulation by symbiont of host programmed cell death"	"BP"	3	1	0.458155511986078
"GO:0044533"	"positive regulation of apoptotic process in other organism"	"BP"	3	1	0.458155511986078
"GO:0061047"	"positive regulation of branching involved in lung morphogenesis"	"BP"	3	1	0.458155511986078
"GO:1905312"	"positive regulation of cardiac neural crest cell migration involved in outflow tract morphogenesis"	"BP"	3	1	0.458155511986078
"GO:0045764"	"positive regulation of cellular amino acid metabolic process"	"BP"	3	1	0.458155511986078
"GO:0070101"	"positive regulation of chemokine-mediated signaling pathway"	"BP"	3	1	0.458155511986078
"GO:1901537"	"positive regulation of DNA demethylation"	"BP"	3	1	0.458155511986078
"GO:0033603"	"positive regulation of dopamine secretion"	"BP"	3	1	0.458155511986078
"GO:2000698"	"positive regulation of epithelial cell differentiation involved in kidney development"	"BP"	3	1	0.458155511986078
"GO:2000253"	"positive regulation of feeding behavior"	"BP"	3	1	0.458155511986078
"GO:0046881"	"positive regulation of follicle-stimulating hormone secretion"	"BP"	3	1	0.458155511986078
"GO:0110032"	"positive regulation of G2/MI transition of meiotic cell cycle"	"BP"	3	1	0.458155511986078
"GO:1903598"	"positive regulation of gap junction assembly"	"BP"	3	1	0.458155511986078
"GO:0035948"	"positive regulation of gluconeogenesis by positive regulation of transcription from RNA polymerase II promoter"	"BP"	3	1	0.458155511986078
"GO:1903296"	"positive regulation of glutamate secretion, neurotransmission"	"BP"	3	1	0.458155511986078
"GO:2000467"	"positive regulation of glycogen (starch) synthase activity"	"BP"	3	1	0.458155511986078
"GO:0032278"	"positive regulation of gonadotropin secretion"	"BP"	3	1	0.458155511986078
"GO:0001996"	"positive regulation of heart rate by epinephrine-norepinephrine"	"BP"	3	1	0.458155511986078
"GO:0010909"	"positive regulation of heparan sulfate proteoglycan biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:1900127"	"positive regulation of hyaluronan biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:0045726"	"positive regulation of integrin biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:0032730"	"positive regulation of interleukin-1 alpha production"	"BP"	3	1	0.458155511986078
"GO:0045082"	"positive regulation of interleukin-10 biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:2000664"	"positive regulation of interleukin-5 secretion"	"BP"	3	1	0.458155511986078
"GO:0045716"	"positive regulation of low-density lipoprotein particle receptor biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:2000111"	"positive regulation of macrophage apoptotic process"	"BP"	3	1	0.458155511986078
"GO:0034241"	"positive regulation of macrophage fusion"	"BP"	3	1	0.458155511986078
"GO:0032765"	"positive regulation of mast cell cytokine production"	"BP"	3	1	0.458155511986078
"GO:1900245"	"positive regulation of MDA-5 signaling pathway"	"BP"	3	1	0.458155511986078
"GO:1901995"	"positive regulation of meiotic cell cycle phase transition"	"BP"	3	1	0.458155511986078
"GO:1905322"	"positive regulation of mesenchymal stem cell migration"	"BP"	3	1	0.458155511986078
"GO:1900625"	"positive regulation of monocyte aggregation"	"BP"	3	1	0.458155511986078
"GO:1901666"	"positive regulation of NAD+ ADP-ribosyltransferase activity"	"BP"	3	1	0.458155511986078
