"Treatment","Drug","X","VCFG_Compound_Plate_ID","Patient","WellID","Perc_FC","Bin","ZScore","Dose","Hit","Target","Pathway","VCFG_Plate_ID","compared.to","Mahalanobis","mp.value"
"Filgotinib (GLPG0634)_5","Filgotinib (GLPG0634)",2897,"D14","yP520_LT1","D06",45.577,"LC",-3.131,"5","Yes","JAK/STAT/Pim","JAK/STAT","D14","DMSO_0uM",7.39,0
"Flavopiridol (Alvocidib)_0.5","Flavopiridol (Alvocidib)",770,"D04","yP520_LT1","E05",54.853,"CV2",-0.605,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D04","DMSO_0uM",1.071,0.676
"Flavopiridol (Alvocidib)_5","Flavopiridol (Alvocidib)",662,"D04","yP520_LT1","B05",2.479,"LC",-1.795,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D04","DMSO_0uM",10.738,0
"Flavopiridol HCl_0.5","Flavopiridol HCl",1703,"D08","yP520_LT1","G04",100,"CV1",0.456,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D08","DMSO_0uM",0.787,0.48
"Flavopiridol HCl_5","Flavopiridol HCl",1595,"D08","yP520_LT1","D04",4.91,"LC",-8.54,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D08","DMSO_0uM",79.369,0
"Fostamatinib (R788)_0.5","Fostamatinib (R788)",1433,"D07","yP520_LT1","E10",67.685,"CV2",-1.42,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D07","DMSO_0uM",2.08,0.315
"Fostamatinib (R788)_5","Fostamatinib (R788)",1325,"D07","yP520_LT1","B10",71.965,"CV2",-1.211,"5","No","Src/Syk/FAK","Src/Syk/FAK","D07","DMSO_0uM",3.544,0
"FRAX597_0.5","FRAX597",2711,"D13","yP520_LT1","E04",100,"CV1",1.308,"0.5","No","HDAC/PAK","Cytoskeletal","D13","DMSO_0uM",2.581,0
"FRAX597_5","FRAX597",2603,"D13","yP520_LT1","B04",31.415,"LC",-4.763,"5","Yes","HDAC/PAK","Cytoskeletal","D13","DMSO_0uM",14.797,0
"Gandotinib (LY2784544)_0.5","Gandotinib (LY2784544)",1280,"D06","yP520_LT1","G07",100,"CV1",0.809,"0.5","No","JAK/STAT/Pim","JAK/STAT","D06","DMSO_0uM",1.552,0.674
"Gandotinib (LY2784544)_5","Gandotinib (LY2784544)",1172,"D06","yP520_LT1","D07",20.603,"LC",-7.828,"5","Yes","JAK/STAT/Pim","JAK/STAT","D06","DMSO_0uM",29.704,0
"GDC-0349_0.5","GDC-0349",3350,"D16","yP520_LT1","E04",96.361,"CV1",-0.849,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D16","DMSO_0uM",1.634,0.329
"GDC-0349_5","GDC-0349",3251,"D16","yP520_LT1","B04",58.674,"CV2",-5.419,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D16","DMSO_0uM",7.226,0
"GDC-0879_0.5","GDC-0879",356,"D02","yP520_LT1","E11",72.172,"CV2",-0.959,"0.5","No","MAPK/ERK","MAPK/ERK","D02","DMSO_0uM",0.254,1
"GDC-0879_5","GDC-0879",248,"D02","yP520_LT1","B11",100,"HI",1.938,"5","No","MAPK/ERK","MAPK/ERK","D02","DMSO_0uM",1.046,0.369
"GNE-0877_0.5","GNE-0877",2759,"D13","yP520_LT1","F08",100,"CV1",1.217,"0.5","No","AMPK/LRRK2","DNA Damage Response","D13","DMSO_0uM",0.574,1
"GNE-0877_5","GNE-0877",2651,"D13","yP520_LT1","C08",100,"HI",5.025,"5","No","AMPK/LRRK2","DNA Damage Response","D13","DMSO_0uM",1.921,0.154
"GNE-7915_0.5","GNE-7915",2927,"D14","yP520_LT1","E04",93.836,"CV1",-0.428,"0.5","No","AMPK/LRRK2","DNA Damage Response","D14","DMSO_0uM",0.724,0.663
"GNE-7915_5","GNE-7915",2819,"D14","yP520_LT1","B04",95.329,"CV1",-0.345,"5","No","AMPK/LRRK2","DNA Damage Response","D14","DMSO_0uM",0.257,0.846
"GNE-9605_0.5","GNE-9605",2795,"D13","yP520_LT1","G08",90.151,"CV1",-0.354,"0.5","No","AMPK/LRRK2","DNA Damage Response","D13","DMSO_0uM",5.165,0
"GNE-9605_5","GNE-9605",2687,"D13","yP520_LT1","D08",100,"HI",2.041,"5","No","AMPK/LRRK2","DNA Damage Response","D13","DMSO_0uM",5.56,0
"GNF-2_0.5","GNF-2",2114,"D10","yP520_LT1","F09",95.152,"CV1",-0.382,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D10","DMSO_0uM",0.314,1
"GNF-2_5","GNF-2",2006,"D10","yP520_LT1","C09",95.254,"CV1",-0.376,"5","No","Bcr-Abl/BTK","B Cell Receptor","D10","DMSO_0uM",0.793,0.829
"GNF-5_0.5","GNF-5",2996,"D14","yP520_LT1","G03",70.38,"CV2",-1.742,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D14","DMSO_0uM",1.971,0.314
"GNF-5_5","GNF-5",2888,"D14","yP520_LT1","D03",85.245,"CV1",-0.91,"5","No","Bcr-Abl/BTK","B Cell Receptor","D14","DMSO_0uM",1.418,0.663
"Go 6983_0.5","Go 6983",2117,"D10","yP520_LT1","F10",86.413,"CV1",-0.844,"0.5","No","PKA/PKC/TGF-Beta","TGFb Smad","D10","DMSO_0uM",2.704,0.176
"Go 6983_5","Go 6983",2009,"D10","yP520_LT1","C10",91.153,"CV1",-0.593,"5","No","PKA/PKC/TGF-Beta","TGFb Smad","D10","DMSO_0uM",1.026,0.478
"GSK2292767_0.5","GSK2292767",3221,"D15","yP520_LT1","G06",84.837,"CV1",-0.598,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D15","DMSO_0uM",2.627,0.175
"GSK2292767_5","GSK2292767",3113,"D15","yP520_LT1","D06",57.47,"CV2",-1.701,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D15","DMSO_0uM",2.157,0.168
"GSK2334470_0.5","GSK2334470",2528,"D12","yP520_LT1","F03",90.5,"CV1",-0.327,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D12","DMSO_0uM",1.248,0.638
"GSK2334470_5","GSK2334470",2420,"D12","yP520_LT1","C03",77.589,"CV2",-1.373,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D12","DMSO_0uM",2.007,0.34
"GSK2578215A_0.5","GSK2578215A",2975,"D14","yP520_LT1","F08",91.839,"CV1",-0.54,"0.5","No","AMPK/LRRK2","DNA Damage Response","D14","DMSO_0uM",0.244,1
"GSK2578215A_5","GSK2578215A",2867,"D14","yP520_LT1","C08",94.111,"CV1",-0.413,"5","No","AMPK/LRRK2","DNA Damage Response","D14","DMSO_0uM",0.495,0.845
"GSK2636771_0.5","GSK2636771",3227,"D15","yP520_LT1","G08",100,"HI",1.006,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D15","DMSO_0uM",0.75,0.836
"GSK2636771_5","GSK2636771",3119,"D15","yP520_LT1","D08",45.919,"LC",-2.166,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D15","DMSO_0uM",3.432,0.169
"GSK429286A_0.5","GSK429286A",983,"D05","yP520_LT1","E04",91.206,"CV1",-0.188,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D05","DMSO_0uM",1.269,0.501
"GSK429286A_5","GSK429286A",875,"D05","yP520_LT1","B04",83.522,"CV1",-0.49,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D05","DMSO_0uM",1.74,0.165
"GSK461364_0.5","GSK461364",1283,"D06","yP520_LT1","G08",11.251,"LC",-8.747,"0.5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D06","DMSO_0uM",52.655,0
"GSK461364_5","GSK461364",1175,"D06","yP520_LT1","D08",13.096,"LC",-8.565,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D06","DMSO_0uM",53.619,0
"GSK621_0.5","GSK621",3149,"D15","yP520_LT1","E06",85.105,"CV1",-0.587,"0.5","No","AMPK/LRRK2","AMPK","D15","DMSO_0uM",1.031,0.846
"GSK621_5","GSK621",3041,"D15","yP520_LT1","B06",100,"CV1",0.479,"5","No","AMPK/LRRK2","AMPK","D15","DMSO_0uM",0.627,1
"GSK650394_0.5","GSK650394",2585,"D12","yP520_LT1","G10",98.159,"CV1",0.294,"0.5","No","RSK/SGK","PIK3/mTOR/AKT","D12","DMSO_0uM",0.757,1
"GSK650394_5","GSK650394",2477,"D12","yP520_LT1","D10",62.647,"CV2",-2.585,"5","No","RSK/SGK","PIK3/mTOR/AKT","D12","DMSO_0uM",3.746,0
"GSK690693_0.5","GSK690693",551,"D03","yP520_LT1","E04",100,"HI",1.327,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D03","DMSO_0uM",1.835,0.479
"GSK690693_5","GSK690693",443,"D03","yP520_LT1","B04",65.827,"CV2",-0.961,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D03","DMSO_0uM",1.513,0.497
"GW5074_0.5","GW5074",2072,"D10","yP520_LT1","E07",79.613,"CV2",-1.203,"0.5","No","MAPK/ERK","MAPK/ERK","D10","DMSO_0uM",0.724,1
"GW5074_5","GW5074",1964,"D10","yP520_LT1","B07",57.431,"CV2",-2.376,"5","No","MAPK/ERK","MAPK/ERK","D10","DMSO_0uM",8.838,0
"GZD824 Dimesylate_0.5","GZD824 Dimesylate",2510,"D12","yP520_LT1","E09",100,"CV1",0.58,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D12","DMSO_0uM",0.325,1
"GZD824 Dimesylate_5","GZD824 Dimesylate",2402,"D12","yP520_LT1","B09",85.662,"CV1",-0.719,"5","No","Bcr-Abl/BTK","B Cell Receptor","D12","DMSO_0uM",2.099,0.344
"H 89 2HCl_0.5","H 89 2HCl",1199,"D06","yP520_LT1","E04",91.614,"CV1",-0.851,"0.5","No","PKA/PKC/TGF-Beta","PIK3/mTOR/AKT","D06","DMSO_0uM",0.803,1
"H 89 2HCl_5","H 89 2HCl",1091,"D06","yP520_LT1","B04",85.9,"CV1",-1.412,"5","No","PKA/PKC/TGF-Beta","PIK3/mTOR/AKT","D06","DMSO_0uM",0.902,1
"Hesperadin_0.5","Hesperadin",1028,"D05","yP520_LT1","F07",64.308,"CV2",-1.247,"0.5","No","AUK","Cell cycle progression","D05","DMSO_0uM",6.713,0.148
"Hesperadin_5","Hesperadin",920,"D05","yP520_LT1","C07",28.651,"LC",-2.65,"5","Yes","AUK","Cell cycle progression","D05","DMSO_0uM",7.353,0
"HMN-214_0.5","HMN-214",1055,"D05","yP520_LT1","G04",100,"HI",1.085,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D05","DMSO_0uM",0.898,0.823
"HMN-214_5","HMN-214",947,"D05","yP520_LT1","D04",11.281,"LC",-3.334,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D05","DMSO_0uM",32.325,0
"Honokiol_0.5","Honokiol",1493,"D07","yP520_LT1","G06",72.524,"CV2",-1.183,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",0.766,0.669
"Honokiol_5","Honokiol",1385,"D07","yP520_LT1","D06",67.676,"CV2",-1.421,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",2.455,0.338
"HS-173_0.5","HS-173",2723,"D13","yP520_LT1","E08",74.428,"CV2",-1.534,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D13","DMSO_0uM",9.561,0
"HS-173_5","HS-173",2615,"D13","yP520_LT1","B08",13.294,"LC",-6.123,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D13","DMSO_0uM",32.395,0
"HTH-01-015_0.5","HTH-01-015",2717,"D13","yP520_LT1","E06",99.569,"CV1",0.353,"0.5","No","AMPK/LRRK2","AMPK","D13","DMSO_0uM",2.891,0.184
"HTH-01-015_5","HTH-01-015",2609,"D13","yP520_LT1","B06",53.163,"CV2",-3.13,"5","No","AMPK/LRRK2","AMPK","D13","DMSO_0uM",6.016,0
"Ibrutinib (PCI-32765)_0.5","Ibrutinib (PCI-32765)",1634,"D08","yP520_LT1","E05",68.565,"CV2",-2.755,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D08","DMSO_0uM",2.105,0.509
"Ibrutinib (PCI-32765)_5","Ibrutinib (PCI-32765)",1526,"D08","yP520_LT1","B05",79.586,"CV2",-1.753,"5","No","Bcr-Abl/BTK","B Cell Receptor","D08","DMSO_0uM",1.151,0.491
"Idelalisib (CAL-101_ GS-1101)_0.5","Idelalisib (CAL-101_ GS-1101)",1415,"D07","yP520_LT1","E04",60.222,"CV2",-1.786,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",2.673,0.157
"Idelalisib (CAL-101_ GS-1101)_5","Idelalisib (CAL-101_ GS-1101)",1307,"D07","yP520_LT1","B04",67.889,"CV2",-1.41,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",2.249,0.344
"IKK-16 (IKK Inhibitor VII)_0.5","IKK-16 (IKK Inhibitor VII)",2108,"D10","yP520_LT1","F07",93.482,"CV1",-0.47,"0.5","No","IKK","NFkB","D10","DMSO_0uM",1.806,0.519
"IKK-16 (IKK Inhibitor VII)_5","IKK-16 (IKK Inhibitor VII)",2000,"D10","yP520_LT1","C07",7.199,"LC",-5.033,"5","Yes","IKK","NFkB","D10","DMSO_0uM",94.299,0
"IM-12_0.5","IM-12",2933,"D14","yP520_LT1","E06",41.19,"LC",-3.376,"0.5","Yes","GSK-3","Wnt","D14","DMSO_0uM",9.412,0
"IM-12_5","IM-12",2825,"D14","yP520_LT1","B06",41.41,"LC",-3.364,"5","Yes","GSK-3","Wnt","D14","DMSO_0uM",6.816,0
"Imatinib Mesylate (STI571)_0.5","Imatinib Mesylate (STI571)",200,"D01","yP520_LT1","G07",72.775,"CV2",-0.241,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D01","DMSO_0uM",0.775,1
"Imatinib Mesylate (STI571)_5","Imatinib Mesylate (STI571)",92,"D01","yP520_LT1","D07",77.964,"CV2",-0.137,"5","No","Bcr-Abl/BTK","B Cell Receptor","D01","DMSO_0uM",0.632,1
"IMD 0354_0.5","IMD 0354",2105,"D10","yP520_LT1","F06",100,"CV1",0.034,"0.5","No","IKK","NFkB","D10","DMSO_0uM",1.223,0.494
"IMD 0354_5","IMD 0354",1997,"D10","yP520_LT1","C06",1.157,"LC",-5.353,"5","Yes","IKK","NFkB","D10","DMSO_0uM",150,0
"Indirubin_0.5","Indirubin",1424,"D07","yP520_LT1","E07",55.003,"CV2",-2.041,"0.5","No","GSK-3","Wnt","D07","DMSO_0uM",3.841,0.186
"Indirubin_5","Indirubin",1316,"D07","yP520_LT1","B07",100,"CV1",0.994,"5","No","GSK-3","Wnt","D07","DMSO_0uM",1.614,0.498
"INK 128 (MLN0128)_0.5","INK 128 (MLN0128)",1940,"D09","yP520_LT1","G11",77.506,"CV2",-0.653,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D09","DMSO_0uM",0.873,1
"INK 128 (MLN0128)_5","INK 128 (MLN0128)",1832,"D09","yP520_LT1","D11",51.258,"CV2",-1.492,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D09","DMSO_0uM",4.645,0
"IPA-3_0.5","IPA-3",2960,"D14","yP520_LT1","F03",100,"HI",1.378,"0.5","No","HDAC/PAK","Cytoskeletal","D14","DMSO_0uM",1.522,0.654
"IPA-3_5","IPA-3",2852,"D14","yP520_LT1","C03",71.413,"CV2",-1.684,"5","No","HDAC/PAK","Cytoskeletal","D14","DMSO_0uM",2.085,0.166
"Ipatasertib (GDC-0068)_0.5","Ipatasertib (GDC-0068)",1904,"D09","yP520_LT1","F11",89.637,"CV1",-0.265,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D09","DMSO_0uM",0.406,1
"Ipatasertib (GDC-0068)_5","Ipatasertib (GDC-0068)",1796,"D09","yP520_LT1","C11",74.488,"CV2",-0.749,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D09","DMSO_0uM",1.178,0.844
"JNJ-7706621_0.5","JNJ-7706621",773,"D04","yP520_LT1","E06",94.855,"CV1",0.304,"0.5","No","AUK","Cell cycle progression","D04","DMSO_0uM",2.485,0.165
"JNJ-7706621_5","JNJ-7706621",665,"D04","yP520_LT1","B06",39.656,"LC",-0.95,"5","Yes","AUK","Cell cycle progression","D04","DMSO_0uM",7.519,0
"JNK Inhibitor IX_0.5","JNK Inhibitor IX",2768,"D13","yP520_LT1","F11",98.196,"CV1",0.249,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D13","DMSO_0uM",0.242,1
"JNK Inhibitor IX_5","JNK Inhibitor IX",2660,"D13","yP520_LT1","C11",19.116,"LC",-5.686,"5","Yes","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D13","DMSO_0uM",23.747,0
"JNK-IN-8_0.5","JNK-IN-8",2351,"D11","yP520_LT1","G04",100,"CV1",0.398,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D11","DMSO_0uM",1.936,0.475
"JNK-IN-8_5","JNK-IN-8",2243,"D11","yP520_LT1","D04",97.374,"CV1",0.057,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D11","DMSO_0uM",5.649,0
"KN-62_0.5","KN-62",2762,"D13","yP520_LT1","F09",100,"CV1",1.478,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D13","DMSO_0uM",1.055,0.855
"KN-62_5","KN-62",2654,"D13","yP520_LT1","C09",61.782,"CV2",-2.484,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D13","DMSO_0uM",8.923,0
"KN-93 Phosphate_0.5","KN-93 Phosphate",2798,"D13","yP520_LT1","G09",67.636,"CV2",-2.044,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D13","DMSO_0uM",12.142,0
"KN-93 Phosphate_5","KN-93 Phosphate",2690,"D13","yP520_LT1","D09",62.126,"CV2",-2.458,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D13","DMSO_0uM",3.487,0
"KU-0063794_0.5","KU-0063794",839,"D04","yP520_LT1","G04",80.247,"CV1",-0.028,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D04","DMSO_0uM",0.679,0.854
"KU-0063794_5","KU-0063794",731,"D04","yP520_LT1","D04",66.127,"CV2",-0.348,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D04","DMSO_0uM",1.059,0.666
"KU-55933 (ATM Kinase Inhibitor)_0.5","KU-55933 (ATM Kinase Inhibitor)",419,"D02","yP520_LT1","G08",95.689,"CV1",-0.302,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D02","DMSO_0uM",0.633,0.674
"KU-55933 (ATM Kinase Inhibitor)_5","KU-55933 (ATM Kinase Inhibitor)",311,"D02","yP520_LT1","D08",100,"HI",0.462,"5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D02","DMSO_0uM",0.578,0.647
"KU-60019_0.5","KU-60019",1040,"D05","yP520_LT1","F11",100,"CV1",0.856,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D05","DMSO_0uM",0.616,0.837
"KU-60019_5","KU-60019",932,"D05","yP520_LT1","C11",51.962,"CV2",-1.733,"5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D05","DMSO_0uM",2.39,0.173
"KW-2449_0.5","KW-2449",1241,"D06","yP520_LT1","F06",94.967,"CV1",-0.522,"0.5","No","AUK","Cell cycle progression","D06","DMSO_0uM",0.896,1
"KW-2449_5","KW-2449",1133,"D06","yP520_LT1","C06",33.311,"LC",-6.579,"5","Yes","AUK","Cell cycle progression","D06","DMSO_0uM",13.713,0
"KX2-391_0.5","KX2-391",1715,"D08","yP520_LT1","G08",34.462,"LC",-5.854,"0.5","Yes","Src/Syk/FAK","Src/Syk/FAK","D08","DMSO_0uM",8.954,0
"KX2-391_5","KX2-391",1607,"D08","yP520_LT1","D08",13.294,"LC",-7.778,"5","Yes","Src/Syk/FAK","Src/Syk/FAK","D08","DMSO_0uM",35.124,0
"LDC000067_0.5","LDC000067",2765,"D13","yP520_LT1","F10",100,"HI",2.085,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D13","DMSO_0uM",1.323,0.847
"LDC000067_5","LDC000067",2657,"D13","yP520_LT1","C10",97.421,"CV1",0.191,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D13","DMSO_0uM",1.064,0.644
"LDN-214117_0.5","LDN-214117",2936,"D14","yP520_LT1","E07",94.739,"CV1",-0.378,"0.5","No","PKA/PKC/TGF-Beta","TGFb Smad","D14","DMSO_0uM",0.679,0.691
"LDN-214117_5","LDN-214117",2828,"D14","yP520_LT1","B07",61.948,"CV2",-2.214,"5","No","PKA/PKC/TGF-Beta","TGFb Smad","D14","DMSO_0uM",2.898,0.166
"LFM-A13_0.5","LFM-A13",2945,"D14","yP520_LT1","E10",87.107,"CV1",-0.805,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D14","DMSO_0uM",0.583,0.838
"LFM-A13_5","LFM-A13",2837,"D14","yP520_LT1","B10",100,"HI",2.122,"5","No","Bcr-Abl/BTK","B Cell Receptor","D14","DMSO_0uM",2.502,0.142
"Linifanib (ABT-869)_0.5","Linifanib (ABT-869)",116,"D01","yP520_LT1","E03",95.836,"CV1",0.221,"0.5","No","Miscellaneous","Miscellaneous","D01","DMSO_0uM",1.948,0.17
"Linifanib (ABT-869)_5","Linifanib (ABT-869)",8,"D01","yP520_LT1","B03",52.205,"CV2",-0.654,"5","No","Miscellaneous","Miscellaneous","D01","DMSO_0uM",10.367,0
"LJH685_0.5","LJH685",3215,"D15","yP520_LT1","G04",100,"HI",3.441,"0.5","No","RSK/SGK","PIK3/mTOR/AKT","D15","DMSO_0uM",1.355,0.665
"LJH685_5","LJH685",3107,"D15","yP520_LT1","D04",100,"HI",0.904,"5","No","RSK/SGK","PIK3/mTOR/AKT","D15","DMSO_0uM",1.653,0.328
"LJI308_0.5","LJI308",3146,"D15","yP520_LT1","E05",84.948,"CV1",-0.593,"0.5","No","RSK/SGK","PIK3/mTOR/AKT","D15","DMSO_0uM",1.428,0.329
"LJI308_5","LJI308",3038,"D15","yP520_LT1","B05",100,"HI",1.545,"5","No","RSK/SGK","PIK3/mTOR/AKT","D15","DMSO_0uM",0.956,0.814
"Losmapimod (GW856553X)_0.5","Losmapimod (GW856553X)",2552,"D12","yP520_LT1","F11",100,"CV1",0.494,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D12","DMSO_0uM",0.348,1
"Losmapimod (GW856553X)_5","Losmapimod (GW856553X)",2444,"D12","yP520_LT1","C11",97.27,"CV1",0.222,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D12","DMSO_0uM",0.486,1
"LY2090314_0.5","LY2090314",2369,"D11","yP520_LT1","G10",94.976,"CV1",-0.115,"0.5","No","GSK-3","Wnt","D11","DMSO_0uM",7.303,0
"LY2090314_5","LY2090314",2261,"D11","yP520_LT1","D10",61.145,"CV2",-2.539,"5","No","GSK-3","Wnt","D11","DMSO_0uM",28.595,0
"LY2228820_0.5","LY2228820",3398,"D16","yP520_LT1","F09",100,"HI",4.64,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D16","DMSO_0uM",2.798,0.168
"LY2228820_5","LY2228820",3299,"D16","yP520_LT1","C09",59.843,"CV2",-5.277,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D16","DMSO_0uM",8.336,0
"LY2603618_0.5","LY2603618",1469,"D07","yP520_LT1","F10",100,"CV1",0.659,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D07","DMSO_0uM",0.763,0.664
"LY2603618_5","LY2603618",1361,"D07","yP520_LT1","C10",6.073,"LC",-4.436,"5","Yes","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D07","DMSO_0uM",56.503,0
"LY294002_0.5","LY294002",392,"D02","yP520_LT1","F11",100,"HI",0.785,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D02","DMSO_0uM",0.939,0.657
"LY294002_5","LY294002",284,"D02","yP520_LT1","C11",100,"CV1",0.335,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D02","DMSO_0uM",0.436,1
"LY3023414_0.5","LY3023414",3395,"D16","yP520_LT1","F08",85.164,"CV1",-2.207,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D16","DMSO_0uM",2.54,0.161
"LY3023414_5","LY3023414",3296,"D16","yP520_LT1","C08",43.221,"LC",-7.293,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D16","DMSO_0uM",11.675,0
"Milciclib (PHA-848125)_0.5","Milciclib (PHA-848125)",1886,"D09","yP520_LT1","F05",73.341,"CV2",-0.786,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D09","DMSO_0uM",2.64,0
"Milciclib (PHA-848125)_5","Milciclib (PHA-848125)",1778,"D09","yP520_LT1","C05",34.299,"LC",-2.034,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D09","DMSO_0uM",10.308,0
"Miltefosine_0.5","Miltefosine",3431,"D16","yP520_LT1","G09",66.042,"CV2",-4.526,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D16","DMSO_0uM",3.609,0.164
"Miltefosine_5","Miltefosine",3332,"D16","yP520_LT1","D09",100,"HI",3.415,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D16","DMSO_0uM",1.895,0.326
"MK-2206 2HCl_0.5","MK-2206 2HCl",344,"D02","yP520_LT1","E07",100,"HI",0.553,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D02","DMSO_0uM",0.779,0.675
"MK-2206 2HCl_5","MK-2206 2HCl",236,"D02","yP520_LT1","B07",65.51,"CV2",-1.145,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D02","DMSO_0uM",1.451,0.363
"MK-5108 (VX-689)_0.5","MK-5108 (VX-689)",1859,"D09","yP520_LT1","E08",97.473,"CV1",-0.014,"0.5","No","AUK","Cell cycle progression","D09","DMSO_0uM",1.184,0.653
"MK-5108 (VX-689)_5","MK-5108 (VX-689)",1751,"D09","yP520_LT1","B08",23.049,"LC",-2.394,"5","Yes","AUK","Cell cycle progression","D09","DMSO_0uM",28.173,0
"MK-8745_0.5","MK-8745",2300,"D11","yP520_LT1","E11",80.698,"CV1",-1.138,"0.5","No","AUK","Cell cycle progression","D11","DMSO_0uM",6.702,0
"MK-8745_5","MK-8745",2192,"D11","yP520_LT1","B11",27.857,"LC",-4.924,"5","Yes","AUK","Cell cycle progression","D11","DMSO_0uM",24.922,0
"MLN2480_0.5","MLN2480",2570,"D12","yP520_LT1","G05",68.232,"CV2",-2.132,"0.5","No","MAPK/ERK","MAPK/ERK","D12","DMSO_0uM",4.547,0
"MLN2480_5","MLN2480",2462,"D12","yP520_LT1","D05",65.336,"CV2",-2.367,"5","No","MAPK/ERK","MAPK/ERK","D12","DMSO_0uM",5.344,0
