Drug,X,VCFG_Compound_Plate_ID,Patient,Treatment,WellID,Perc_FC,Bin,ZScore,Dose,Group_CTG,Pathway_original,Target_original,Target ,Pathway
MLN2480,2570,D12,yPJF520_LT1,MLN2480_0.5,G05,68.232,CV2,-2.132,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
MLN2480,2463,D12,yPMK295_LT,MLN2480_5,D05,32.659,LC,-15.816,5,Hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
MLN2480,2462,D12,yPJF520_LT1,MLN2480_5,D05,65.336,CV2,-2.367,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
MLN2480,2569,D12,yPDB516_LT1,MLN2480_0.5,G05,87.693,CV1,-1.723,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
MLN2480,2571,D12,yPMK295_LT,MLN2480_0.5,G05,122,HI,3.9,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
MLN2480,2461,D12,yPDB516_LT1,MLN2480_5,D05,46.472,LC,-6.898,5,Hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
PLX-4720,564,D03,yPMK295_LT,PLX-4720_0.5,E08,87.958,CV1,-1.303,0.5,No hit,Others,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
PLX-4720,455,D03,yPJF520_LT1,PLX-4720_5,B08,59.354,CV2,-1.146,5,No hit,Others,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
PLX-4720,563,D03,yPJF520_LT1,PLX-4720_0.5,E08,36.901,LC,-1.788,0.5,Hit,Others,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
PLX-4720,562,D03,yPDB516_LT1,PLX-4720_0.5,E08,95.791,CV1,-0.044,0.5,No hit,Others,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
PLX-4720,454,D03,yPDB516_LT1,PLX-4720_5,B08,66.99,CV2,-1.125,5,No hit,Others,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
PLX-4720,456,D03,yPMK295_LT,PLX-4720_5,B08,107.682,CV1,1.323,5,No hit,Others,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
PLX7904,3079,D15,yPDB516_LT1,PLX7904_5,C07,98.216,CV1,-0.454,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
PLX7904,3189,D15,yPMK295_LT,PLX7904_0.5,F07,101.677,CV1,0.294,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
PLX7904,3188,D15,yPJF520_LT1,PLX7904_0.5,F07,125.536,HI,1.043,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
PLX7904,3187,D15,yPDB516_LT1,PLX7904_0.5,F07,105.766,CV1,-0.129,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
PLX7904,3080,D15,yPJF520_LT1,PLX7904_5,C07,119.075,CV1,0.783,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
PLX7904,3081,D15,yPMK295_LT,PLX7904_5,C07,92.782,CV1,-1.172,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
SB590885,1341,D07,yPMK295_LT,SB590885_5,C03,100.835,CV1,-0.153,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
SB590885,1339,D07,yPDB516_LT1,SB590885_5,C03,85.552,CV1,-1.698,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
SB590885,1449,D07,yPMK295_LT,SB590885_0.5,F03,97.324,CV1,-0.564,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
SB590885,1447,D07,yPDB516_LT1,SB590885_0.5,F03,87.001,CV1,-1.543,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
SB590885,1448,D07,yPJF520_LT1,SB590885_0.5,F03,50.119,CV2,-2.28,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
SB590885,1340,D07,yPJF520_LT1,SB590885_5,C03,51.015,CV2,-2.236,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
Sorafenib,2726,D13,yPJF520_LT1,Sorafenib_0.5,E09,108.465,CV1,1.02,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
Sorafenib,2727,D13,yPMK295_LT,Sorafenib_0.5,E09,96.465,CV1,2.098,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
Sorafenib,2725,D13,yPDB516_LT1,Sorafenib_0.5,E09,92.323,CV1,-0.744,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
Sorafenib,2617,D13,yPDB516_LT1,Sorafenib_5,B09,81.253,CV1,-1.554,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
Sorafenib,2618,D13,yPJF520_LT1,Sorafenib_5,B09,68.077,CV2,-2.011,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
Sorafenib,2619,D13,yPMK295_LT,Sorafenib_5,B09,74.83,CV2,-24.448,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
TAK-632,2714,D13,yPJF520_LT1,TAK-632_0.5,E05,94.726,CV1,-0.011,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
TAK-632,2715,D13,yPMK295_LT,TAK-632_0.5,E05,97.285,CV1,3.104,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
TAK-632,2713,D13,yPDB516_LT1,TAK-632_0.5,E05,109.096,CV1,0.483,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
TAK-632,2605,D13,yPDB516_LT1,TAK-632_5,B05,28.524,LC,-5.411,5,Hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
TAK-632,2607,D13,yPMK295_LT,TAK-632_5,B05,89.209,CV1,-6.805,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
TAK-632,2606,D13,yPJF520_LT1,TAK-632_5,B05,84.984,CV1,-0.742,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
Vemurafenib (PLX4032_ RG7204),812,D04,yPJF520_LT1,Vemurafenib (PLX4032_ RG7204)_0.5,F07,136.557,HI,1.252,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
Vemurafenib (PLX4032_ RG7204),705,D04,yPMK295_LT,Vemurafenib (PLX4032_ RG7204)_5,C07,104.988,CV1,0.719,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
Vemurafenib (PLX4032_ RG7204),811,D04,yPDB516_LT1,Vemurafenib (PLX4032_ RG7204)_0.5,F07,124.284,HI,1.221,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
Vemurafenib (PLX4032_ RG7204),704,D04,yPJF520_LT1,Vemurafenib (PLX4032_ RG7204)_5,C07,43.738,LC,-0.857,5,Hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
Vemurafenib (PLX4032_ RG7204),813,D04,yPMK295_LT,Vemurafenib (PLX4032_ RG7204)_0.5,F07,105.045,CV1,0.727,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
Vemurafenib (PLX4032_ RG7204),703,D04,yPDB516_LT1,Vemurafenib (PLX4032_ RG7204)_5,C07,100.544,CV1,-0.381,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
ZM 336372,1650,D08,yPMK295_LT,ZM 336372_0.5,E10,87.939,CV1,-1.748,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
ZM 336372,1541,D08,yPJF520_LT1,ZM 336372_5,B10,133.156,HI,3.116,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
ZM 336372,1540,D08,yPDB516_LT1,ZM 336372_5,B10,137.37,HI,3.897,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
ZM 336372,1542,D08,yPMK295_LT,ZM 336372_5,B10,105.746,CV1,0.866,5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
ZM 336372,1648,D08,yPDB516_LT1,ZM 336372_0.5,E10,112.628,CV1,1.275,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
ZM 336372,1649,D08,yPJF520_LT1,ZM 336372_0.5,E10,58.29,CV2,-3.689,0.5,No hit,MAPK,Raf,MAPK/ERK,MAPK/ERK Signalling Pathway
RAF265 (CHIR-265),1168,D06,yPDB516_LT1,RAF265 (CHIR-265)_5,D06,82.111,CV1,-1.092,5,No hit,MAPK,Raf VEGFR,MAPK/ERK,MAPK/ERK Signalling Pathway
RAF265 (CHIR-265),1170,D06,yPMK295_LT,RAF265 (CHIR-265)_5,D06,41.852,LC,-4.654,5,Hit,MAPK,Raf VEGFR,MAPK/ERK,MAPK/ERK Signalling Pathway
RAF265 (CHIR-265),1276,D06,yPDB516_LT1,RAF265 (CHIR-265)_0.5,G06,88.506,CV1,-0.697,0.5,No hit,MAPK,Raf VEGFR,MAPK/ERK,MAPK/ERK Signalling Pathway
RAF265 (CHIR-265),1277,D06,yPJF520_LT1,RAF265 (CHIR-265)_0.5,G06,78.95,CV2,-2.095,0.5,No hit,MAPK,Raf VEGFR,MAPK/ERK,MAPK/ERK Signalling Pathway
RAF265 (CHIR-265),1169,D06,yPJF520_LT1,RAF265 (CHIR-265)_5,D06,27.046,LC,-7.195,5,Hit,MAPK,Raf VEGFR,MAPK/ERK,MAPK/ERK Signalling Pathway
RAF265 (CHIR-265),1278,D06,yPMK295_LT,RAF265 (CHIR-265)_0.5,G06,111.175,CV1,0.547,0.5,No hit,MAPK,Raf VEGFR,MAPK/ERK,MAPK/ERK Signalling Pathway
D 4476,2900,D14,yPJF520_LT1,D 4476_5,D07,57.022,CV2,-2.49,5,No hit,Metabolism,Casein Kinase,miscellaneous,Metabolism
D 4476,2899,D14,yPDB516_LT1,D 4476_5,D07,96.372,CV1,-0.352,5,No hit,Metabolism,Casein Kinase,miscellaneous,Metabolism
D 4476,3008,D14,yPJF520_LT1,D 4476_0.5,G07,106.316,CV1,0.27,0.5,No hit,Metabolism,Casein Kinase,miscellaneous,Metabolism
D 4476,3009,D14,yPMK295_LT,D 4476_0.5,G07,111.989,CV1,1.533,0.5,No hit,Metabolism,Casein Kinase,miscellaneous,Metabolism
D 4476,3007,D14,yPDB516_LT1,D 4476_0.5,G07,94.366,CV1,-0.5,0.5,No hit,Metabolism,Casein Kinase,miscellaneous,Metabolism
D 4476,2901,D14,yPMK295_LT,D 4476_5,D07,117.718,CV1,2.118,5,No hit,Metabolism,Casein Kinase,miscellaneous,Metabolism
BLZ945,2906,D14,yPJF520_LT1,BLZ945_5,D09,72.692,CV2,-1.612,5,No hit,Protein Tyrosine Kinase,CSF-1R,Miscellaneous,Miscellaneous
BLZ945,3014,D14,yPJF520_LT1,BLZ945_0.5,G09,57.097,CV2,-2.486,0.5,No hit,Protein Tyrosine Kinase,CSF-1R,Miscellaneous,Miscellaneous
BLZ945,3013,D14,yPDB516_LT1,BLZ945_0.5,G09,98.306,CV1,-0.209,0.5,No hit,Protein Tyrosine Kinase,CSF-1R,Miscellaneous,Miscellaneous
BLZ945,2907,D14,yPMK295_LT,BLZ945_5,D09,87.596,CV1,-0.956,5,No hit,Protein Tyrosine Kinase,CSF-1R,Miscellaneous,Miscellaneous
BLZ945,2905,D14,yPDB516_LT1,BLZ945_5,D09,93.905,CV1,-0.534,5,No hit,Protein Tyrosine Kinase,CSF-1R,Miscellaneous,Miscellaneous
BLZ945,3015,D14,yPMK295_LT,BLZ945_0.5,G09,99.625,CV1,0.272,0.5,No hit,Protein Tyrosine Kinase,CSF-1R,Miscellaneous,Miscellaneous
Linifanib (ABT-869),115,D01,yPDB516_LT1,Linifanib (ABT-869)_0.5,E03,98.645,CV1,-0.717,0.5,No hit,Protein Tyrosine Kinase,CSF-1R PDGFR VEGFR,Miscellaneous,Miscellaneous
Linifanib (ABT-869),117,D01,yPMK295_LT,Linifanib (ABT-869)_0.5,E03,97.832,CV1,-0.129,0.5,No hit,Protein Tyrosine Kinase,CSF-1R PDGFR VEGFR,Miscellaneous,Miscellaneous
Linifanib (ABT-869),116,D01,yPJF520_LT1,Linifanib (ABT-869)_0.5,E03,95.836,CV1,0.221,0.5,No hit,Protein Tyrosine Kinase,CSF-1R PDGFR VEGFR,Miscellaneous,Miscellaneous
Linifanib (ABT-869),7,D01,yPDB516_LT1,Linifanib (ABT-869)_5,B03,111.447,CV1,0.523,5,No hit,Protein Tyrosine Kinase,CSF-1R PDGFR VEGFR,Miscellaneous,Miscellaneous
Linifanib (ABT-869),8,D01,yPJF520_LT1,Linifanib (ABT-869)_5,B03,52.205,CV2,-0.654,5,No hit,Protein Tyrosine Kinase,CSF-1R PDGFR VEGFR,Miscellaneous,Miscellaneous
Linifanib (ABT-869),9,D01,yPMK295_LT,Linifanib (ABT-869)_5,B03,87.95,CV1,-0.548,5,No hit,Protein Tyrosine Kinase,CSF-1R PDGFR VEGFR,Miscellaneous,Miscellaneous
CEP-32496,3125,D15,yPJF520_LT1,CEP-32496_5,D10,52.835,CV2,-1.888,5,No hit,MAPK,CSF-1R Raf,Miscellaneous,Miscellaneous
CEP-32496,3234,D15,yPMK295_LT,CEP-32496_0.5,G10,110.23,CV1,1.703,0.5,No hit,MAPK,CSF-1R Raf,Miscellaneous,Miscellaneous
CEP-32496,3233,D15,yPJF520_LT1,CEP-32496_0.5,G10,115.382,CV1,0.634,0.5,No hit,MAPK,CSF-1R Raf,Miscellaneous,Miscellaneous
CEP-32496,3126,D15,yPMK295_LT,CEP-32496_5,D10,104.601,CV1,0.775,5,No hit,MAPK,CSF-1R Raf,Miscellaneous,Miscellaneous
CEP-32496,3232,D15,yPDB516_LT1,CEP-32496_0.5,G10,93.423,CV1,-0.66,0.5,No hit,MAPK,CSF-1R Raf,Miscellaneous,Miscellaneous
CEP-32496,3124,D15,yPDB516_LT1,CEP-32496_5,D10,107.441,CV1,-0.057,5,No hit,MAPK,CSF-1R Raf,Miscellaneous,Miscellaneous
Anacardic Acid,2970,D14,yPMK295_LT,Anacardic Acid_0.5,F06,112.291,CV1,1.564,0.5,No hit,Epigenetics,Histone Acetyltransferase,Miscellaneous,Miscellaneous
Anacardic Acid,2862,D14,yPMK295_LT,Anacardic Acid_5,C06,105.763,CV1,0.898,5,No hit,Epigenetics,Histone Acetyltransferase,Miscellaneous,Miscellaneous
Anacardic Acid,2861,D14,yPJF520_LT1,Anacardic Acid_5,C06,93.525,CV1,-0.446,5,No hit,Epigenetics,Histone Acetyltransferase,Miscellaneous,Miscellaneous
Anacardic Acid,2968,D14,yPDB516_LT1,Anacardic Acid_0.5,F06,107.828,CV1,0.495,0.5,No hit,Epigenetics,Histone Acetyltransferase,Miscellaneous,Miscellaneous
Anacardic Acid,2969,D14,yPJF520_LT1,Anacardic Acid_0.5,F06,70.679,CV2,-1.725,0.5,No hit,Epigenetics,Histone Acetyltransferase,Miscellaneous,Miscellaneous
Anacardic Acid,2860,D14,yPDB516_LT1,Anacardic Acid_5,C06,108.14,CV1,0.518,5,No hit,Epigenetics,Histone Acetyltransferase,Miscellaneous,Miscellaneous
PFK15,2784,D13,yPMK295_LT,PFK15_0.5,G04,88.201,CV1,-8.042,0.5,No hit,Others,PFKFB3,Miscellaneous,PIK3/mTOR/AKT Pathway
PFK15,2676,D13,yPMK295_LT,PFK15_5,D04,103.325,CV1,10.516,5,No hit,Others,PFKFB4,Miscellaneous,PIK3/mTOR/AKT Pathway
PFK15,2782,D13,yPDB516_LT1,PFK15_0.5,G04,91.577,CV1,-0.799,0.5,No hit,Others,PFKFB5,Miscellaneous,PIK3/mTOR/AKT Pathway
PFK15,2675,D13,yPJF520_LT1,PFK15_5,D04,108.678,CV1,1.036,5,No hit,Others,PFKFB6,Miscellaneous,PIK3/mTOR/AKT Pathway
PFK15,2783,D13,yPJF520_LT1,PFK15_0.5,G04,94.108,CV1,-0.057,0.5,No hit,Others,PFKFB7,Miscellaneous,PIK3/mTOR/AKT Pathway
PFK15,2674,D13,yPDB516_LT1,PFK15_5,D04,87.445,CV1,-1.101,5,No hit,Others,PFKFB8,Miscellaneous,PIK3/mTOR/AKT Pathway
DASA-58,3186,D15,yPMK295_LT,DASA-58_0.5,F06,106.862,CV1,1.148,0.5,No hit,Others,PKM2 Activator,miscellaneous,Metabolism
DASA-58,3078,D15,yPMK295_LT,DASA-58_5,C06,82.953,CV1,-2.792,5,No hit,Others,PKM2 Activator,miscellaneous,Metabolism
DASA-58,3185,D15,yPJF520_LT1,DASA-58_0.5,F06,85.41,CV1,-0.574,0.5,No hit,Others,PKM2 Activator,miscellaneous,Metabolism
DASA-58,3077,D15,yPJF520_LT1,DASA-58_5,C06,96.059,CV1,-0.145,5,No hit,Others,PKM2 Activator,miscellaneous,Metabolism
DASA-58,3184,D15,yPDB516_LT1,DASA-58_0.5,F06,88.514,CV1,-0.871,0.5,No hit,Others,PKM2 Activator,miscellaneous,Metabolism
DASA-58,3076,D15,yPDB516_LT1,DASA-58_5,C06,99.34,CV1,-0.405,5,No hit,Others,PKM2 Activator,miscellaneous,Metabolism
Akti-1/2,3140,D15,yPJF520_LT1,Akti-1/2_0.5,E03,106.131,CV1,0.261,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Akti-1/2,3033,D15,yPMK295_LT,Akti-1/2_5,B03,50.487,CV2,-8.143,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Akti-1/2,3139,D15,yPDB516_LT1,Akti-1/2_0.5,E03,63.309,CV2,-1.954,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Akti-1/2,3031,D15,yPDB516_LT1,Akti-1/2_5,B03,107.139,CV1,-0.07,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Akti-1/2,3032,D15,yPJF520_LT1,Akti-1/2_5,B03,131.436,HI,1.281,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Akti-1/2,3141,D15,yPMK295_LT,Akti-1/2_0.5,E03,116.596,CV1,2.752,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AZD5363,3055,D15,yPDB516_LT1,AZD5363_5,B11,92.999,CV1,-0.678,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AZD5363,3056,D15,yPJF520_LT1,AZD5363_5,B11,94.207,CV1,-0.22,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AZD5363,3165,D15,yPMK295_LT,AZD5363_0.5,E11,105.723,CV1,0.96,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AZD5363,3163,D15,yPDB516_LT1,AZD5363_0.5,E11,99.229,CV1,-0.41,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AZD5363,3164,D15,yPJF520_LT1,AZD5363_0.5,E11,98.829,CV1,-0.034,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AZD5363,3057,D15,yPMK295_LT,AZD5363_5,B11,52.637,CV2,-7.789,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
CCT128930,1329,D07,yPMK295_LT,CCT128930_5,B11,97.568,CV1,-0.535,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
CCT128930,1436,D07,yPJF520_LT1,CCT128930_0.5,E11,68.832,CV2,-1.364,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
CCT128930,1328,D07,yPJF520_LT1,CCT128930_5,B11,57.364,CV2,-1.925,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
CCT128930,1435,D07,yPDB516_LT1,CCT128930_0.5,E11,76.17,CV2,-2.707,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
CCT128930,1327,D07,yPDB516_LT1,CCT128930_5,B11,89.79,CV1,-1.243,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
CCT128930,1437,D07,yPMK295_LT,CCT128930_0.5,E11,70.273,CV2,-3.728,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
GSK690693,551,D03,yPJF520_LT1,GSK690693_0.5,E04,145.906,HI,1.327,0.5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
GSK690693,442,D03,yPDB516_LT1,GSK690693_5,B04,74.066,CV2,-0.859,5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
GSK690693,550,D03,yPDB516_LT1,GSK690693_0.5,E04,120.679,HI,0.889,0.5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
GSK690693,444,D03,yPMK295_LT,GSK690693_5,B04,82.812,CV1,-1.988,5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
GSK690693,552,D03,yPMK295_LT,GSK690693_0.5,E04,111.476,CV1,1.828,0.5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
GSK690693,443,D03,yPJF520_LT1,GSK690693_5,B04,65.827,CV2,-0.961,5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Ipatasertib (GDC-0068),1903,D09,yPDB516_LT1,Ipatasertib (GDC-0068)_0.5,F11,95.567,CV1,-0.361,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Ipatasertib (GDC-0068),1795,D09,yPDB516_LT1,Ipatasertib (GDC-0068)_5,C11,65.686,CV2,-2.875,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Ipatasertib (GDC-0068),1905,D09,yPMK295_LT,Ipatasertib (GDC-0068)_0.5,F11,94.834,CV1,-0.7,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Ipatasertib (GDC-0068),1796,D09,yPJF520_LT1,Ipatasertib (GDC-0068)_5,C11,74.488,CV2,-0.749,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Ipatasertib (GDC-0068),1797,D09,yPMK295_LT,Ipatasertib (GDC-0068)_5,C11,64.495,CV2,-5.017,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Ipatasertib (GDC-0068),1904,D09,yPJF520_LT1,Ipatasertib (GDC-0068)_0.5,F11,89.637,CV1,-0.265,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
LY3023414,3295,D16,yPDB516_LT1,LY3023414_5,C08,52.074,CV2,-3.331,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
LY3023414,3296,D16,yPJF520_LT1,LY3023414_5,C08,43.221,LC,-7.293,5,Hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
LY3023414,3394,D16,yPDB516_LT1,LY3023414_0.5,F08,93.818,CV1,-0.575,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
LY3023414,3395,D16,yPJF520_LT1,LY3023414_0.5,F08,85.164,CV1,-2.207,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
LY3023414,3396,D16,yPMK295_LT,LY3023414_0.5,F08,104.386,CV1,0.685,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
LY3023414,3297,D16,yPMK295_LT,LY3023414_5,C08,24.839,LC,-9.812,5,Hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Miltefosine,3333,D16,yPMK295_LT,Miltefosine_5,D09,91.441,CV1,-1.023,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Miltefosine,3431,D16,yPJF520_LT1,Miltefosine_0.5,G09,66.042,CV2,-4.526,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Miltefosine,3331,D16,yPDB516_LT1,Miltefosine_5,D09,94.561,CV1,-0.526,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Miltefosine,3430,D16,yPDB516_LT1,Miltefosine_0.5,G09,94.9,CV1,-0.504,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Miltefosine,3432,D16,yPMK295_LT,Miltefosine_0.5,G09,114.425,CV1,2.01,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Miltefosine,3332,D16,yPJF520_LT1,Miltefosine_5,D09,131.53,HI,3.415,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
MK-2206 2HCl,236,D02,yPJF520_LT1,MK-2206 2HCl_5,B07,65.51,CV2,-1.145,5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
MK-2206 2HCl,237,D02,yPMK295_LT,MK-2206 2HCl_5,B07,67.442,CV2,-3.002,5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
MK-2206 2HCl,344,D02,yPJF520_LT1,MK-2206 2HCl_0.5,E07,126.328,HI,0.553,0.5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
MK-2206 2HCl,235,D02,yPDB516_LT1,MK-2206 2HCl_5,B07,45.329,LC,-5.885,5,Hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
MK-2206 2HCl,343,D02,yPDB516_LT1,MK-2206 2HCl_0.5,E07,60.09,CV2,-4.259,0.5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
